client_id;montant_moyen;derniere_transaction;nb_transactions_mois;derniere_transaction_jour;cluster_name;cluster
485442;91375;2025-08-06;4;27;Élevé montant / moyen activité / intermédiaire;19
485474;62833;2025-07-31;9;33;Élevé montant / moyen activité / intermédiaire;19
485480;25225;2025-08-10;2;23;Moyen montant / faible activité / intermédiaire;6
485582;114040;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
485594;24500;2025-08-13;3;20;Moyen montant / faible activité / récent;7
485636;16000;2025-08-14;2;19;Faible montant / faible activité / récent;1
485638;103000;2025-07-09;2;55;Premium dormants (haut montant, peu actifs, anciens);13
485662;2955;2025-07-25;1;39;À réactiver (petit montant, anciens);15
485673;53000;2025-08-12;3;21;Moyen montant / faible activité / récent;7
485784;43279;2025-08-17;17;16;Fidèles réguliers (activité élevée, montant moyen);4
485885;102115;2025-07-29;5;35;Élevé montant / moyen activité / ancien;18
485929;21631;2025-08-17;71;16;Petits mais actifs (faible montant, très actifs);12
485937;28000;2025-08-12;1;21;Moyen montant / faible activité / récent;7
485963;74250;2025-08-09;8;24;Élevé montant / moyen activité / intermédiaire;19
485988;8800;2025-07-30;5;34;À réactiver (petit montant, anciens);15
487011;141500;2025-07-30;2;34;Premium dormants (haut montant, peu actifs, anciens);13
487102;57378;2025-08-10;8;23;Moyen montant / moyen activité / intermédiaire;9
487113;17250;2025-08-14;2;19;Faible montant / faible activité / récent;1
487125;22419;2025-07-12;28;52;Petits mais actifs (faible montant, très actifs);12
487150;30364;2025-08-01;11;32;Fidèles réguliers (activité élevée, montant moyen);4
487204;33762;2025-07-31;4;33;Moyen montant / moyen activité / intermédiaire;9
487251;131333;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
487253;200000;2025-07-28;1;36;Premium dormants (haut montant, peu actifs, anciens);13
487268;60509;2025-08-17;17;16;Fidèles réguliers (activité élevée, montant moyen);4
487300;34605;2025-08-17;28;16;Fidèles réguliers (activité élevée, montant moyen);4
487306;60200;2025-07-28;3;36;Moyen montant / faible activité / ancien;5
487313;30000;2025-06-27;1;67;Moyen montant / faible activité / ancien;5
487315;45333;2025-07-28;6;36;Moyen montant / moyen activité / ancien;8
487331;57894;2025-08-18;28;15;Fidèles réguliers (activité élevée, montant moyen);4
487398;77282;2025-08-17;37;16;VIP (montant élevé, très actifs, récents);14
487430;126040;2025-08-07;24;26;VIP (montant élevé, très actifs, récents);14
487433;7000;2025-06-21;1;73;À réactiver (petit montant, anciens);15
487442;106667;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
487447;27018;2025-08-15;27;18;Fidèles réguliers (activité élevée, montant moyen);4
487457;57111;2025-07-28;9;36;Moyen montant / moyen activité / ancien;8
487499;36800;2025-07-29;22;35;Moyen montant / élevé activité / ancien;11
487550;6283;2025-08-10;18;23;Petits mais actifs (faible montant, très actifs);12
487573;6287;2025-08-14;7;19;Faible montant / moyen activité / récent;3
487585;48400;2025-08-02;5;31;Moyen montant / moyen activité / intermédiaire;9
487635;131000;2025-08-18;3;15;Élevé montant / faible activité / récent;17
487637;30286;2025-08-06;21;27;Fidèles réguliers (activité élevée, montant moyen);4
487644;37489;2025-08-01;20;32;Fidèles réguliers (activité élevée, montant moyen);4
487648;30118;2025-08-05;11;28;Fidèles réguliers (activité élevée, montant moyen);4
487653;39727;2025-08-16;12;17;Fidèles réguliers (activité élevée, montant moyen);4
487675;105500;2025-08-12;2;21;Élevé montant / faible activité / récent;17
487710;32068;2025-08-17;13;16;Fidèles réguliers (activité élevée, montant moyen);4
487717;190000;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
487741;10000;2025-08-01;1;32;Faible montant / faible activité / intermédiaire;0
487751;31863;2025-08-01;51;32;Fidèles réguliers (activité élevée, montant moyen);4
487758;33895;2025-07-28;12;36;Moyen montant / élevé activité / ancien;11
487780;67000;2025-08-10;7;23;Élevé montant / moyen activité / intermédiaire;19
487785;27539;2025-08-17;23;16;Fidèles réguliers (activité élevée, montant moyen);4
487860;81139;2025-08-16;15;17;VIP (montant élevé, très actifs, récents);14
487920;45180;2025-07-28;3;36;Moyen montant / faible activité / ancien;5
487939;86667;2025-07-28;6;36;Élevé montant / moyen activité / ancien;18
487985;118848;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
487992;159703;2025-07-28;5;36;Élevé montant / moyen activité / ancien;18
487996;53367;2025-08-05;3;28;Moyen montant / faible activité / intermédiaire;6
488091;11562;2025-08-02;12;31;Petits mais actifs (faible montant, très actifs);12
488142;42921;2025-08-17;64;16;Fidèles réguliers (activité élevée, montant moyen);4
488156;20735;2025-08-13;36;20;Petits mais actifs (faible montant, très actifs);12
488172;31343;2025-08-15;42;18;Fidèles réguliers (activité élevée, montant moyen);4
488178;74660;2025-08-07;2;26;Élevé montant / faible activité / intermédiaire;16
488188;32500;2025-08-09;2;24;Moyen montant / faible activité / intermédiaire;6
488213;54616;2025-08-05;10;28;Fidèles réguliers (activité élevée, montant moyen);4
488217;5050;2025-06-28;1;66;À réactiver (petit montant, anciens);15
488223;80000;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
488224;109595;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
488229;134667;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
488232;52888;2025-08-07;10;26;Fidèles réguliers (activité élevée, montant moyen);4
488233;8804;2025-07-30;6;34;À réactiver (petit montant, anciens);15
488235;166000;2025-07-30;3;34;Premium dormants (haut montant, peu actifs, anciens);13
488236;32167;2025-07-29;6;35;Moyen montant / moyen activité / ancien;8
488237;61950;2025-08-15;5;18;Moyen montant / moyen activité / récent;10
488246;74140;2025-07-28;5;36;Élevé montant / moyen activité / ancien;18
488248;59695;2025-06-30;5;64;Moyen montant / moyen activité / ancien;8
488250;42839;2025-08-15;12;18;Fidèles réguliers (activité élevée, montant moyen);4
488255;44040;2025-08-08;20;25;Fidèles réguliers (activité élevée, montant moyen);4
488258;58111;2025-07-28;9;36;Moyen montant / moyen activité / ancien;8
488259;9460;2025-08-17;43;16;Petits mais actifs (faible montant, très actifs);12
488263;106369;2025-08-09;7;24;Élevé montant / moyen activité / intermédiaire;19
488264;40813;2025-08-01;34;32;Fidèles réguliers (activité élevée, montant moyen);4
488271;61659;2025-08-03;20;30;Fidèles réguliers (activité élevée, montant moyen);4
488273;130729;2025-07-29;6;35;Élevé montant / moyen activité / ancien;18
488288;7171;2025-07-31;31;33;Petits mais actifs (faible montant, très actifs);12
488289;74377;2025-08-08;15;25;VIP (montant élevé, très actifs, récents);14
488293;35000;2025-06-30;1;64;Moyen montant / faible activité / ancien;5
488307;19745;2025-07-30;19;34;Petits mais actifs (faible montant, très actifs);12
488331;51250;2025-08-07;8;26;Moyen montant / moyen activité / intermédiaire;9
488338;94040;2025-08-09;18;24;VIP (montant élevé, très actifs, récents);14
488356;167000;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
488425;500;2025-07-30;1;34;À réactiver (petit montant, anciens);15
488443;42263;2025-07-29;16;35;Moyen montant / élevé activité / ancien;11
488449;7293;2025-08-18;97;15;Petits mais actifs (faible montant, très actifs);12
488451;47000;2025-08-17;12;16;Fidèles réguliers (activité élevée, montant moyen);4
488475;18244;2025-08-09;23;24;Petits mais actifs (faible montant, très actifs);12
488510;70700;2025-08-07;4;26;Élevé montant / moyen activité / intermédiaire;19
488517;18351;2025-08-11;34;22;Petits mais actifs (faible montant, très actifs);12
488528;86000;2025-07-29;3;35;Premium dormants (haut montant, peu actifs, anciens);13
488541;8681;2025-08-15;5;18;Faible montant / moyen activité / récent;3
488547;12632;2025-08-11;73;22;Petits mais actifs (faible montant, très actifs);12
488548;71792;2025-08-17;42;16;VIP (montant élevé, très actifs, récents);14
488553;2500;2025-07-15;1;49;À réactiver (petit montant, anciens);15
488575;28042;2025-08-13;25;20;Fidèles réguliers (activité élevée, montant moyen);4
488579;58062;2025-08-11;4;22;Moyen montant / moyen activité / récent;10
488590;27326;2025-08-18;46;15;Fidèles réguliers (activité élevée, montant moyen);4
488601;14940;2025-08-17;18;16;Petits mais actifs (faible montant, très actifs);12
488665;131058;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
488666;68594;2025-07-30;7;34;Élevé montant / moyen activité / ancien;18
488681;53003;2025-07-27;3;37;Moyen montant / faible activité / ancien;5
488700;21191;2025-08-10;34;23;Petits mais actifs (faible montant, très actifs);12
488708;201000;2025-07-29;2;35;Premium dormants (haut montant, peu actifs, anciens);13
488710;89646;2025-07-29;5;35;Élevé montant / moyen activité / ancien;18
488727;114140;2025-07-02;2;62;Premium dormants (haut montant, peu actifs, anciens);13
488738;9000;2025-07-10;1;54;À réactiver (petit montant, anciens);15
488739;23246;2025-08-18;35;15;Petits mais actifs (faible montant, très actifs);12
488741;52752;2025-08-14;16;19;Fidèles réguliers (activité élevée, montant moyen);4
488742;116471;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
488745;70909;2025-07-29;11;35;Élevé montant / élevé activité / ancien;21
488747;104500;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
488781;95325;2025-08-09;4;24;Élevé montant / moyen activité / intermédiaire;19
488804;88827;2025-07-29;5;35;Élevé montant / moyen activité / ancien;18
488821;57522;2025-08-18;5;15;Moyen montant / moyen activité / récent;10
488859;114000;2025-07-03;2;61;Premium dormants (haut montant, peu actifs, anciens);13
488885;17034;2025-07-31;12;33;Petits mais actifs (faible montant, très actifs);12
488907;37020;2025-08-17;3;16;Moyen montant / faible activité / récent;7
488948;199000;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
488976;100000;2025-07-07;1;57;Premium dormants (haut montant, peu actifs, anciens);13
488983;68300;2025-08-14;10;19;VIP (montant élevé, très actifs, récents);14
488985;18400;2025-06-23;3;71;À réactiver (petit montant, anciens);15
489000;76571;2025-08-06;7;27;Élevé montant / moyen activité / intermédiaire;19
489015;65926;2025-08-08;15;25;VIP (montant élevé, très actifs, récents);14
489017;90945;2025-07-29;5;35;Élevé montant / moyen activité / ancien;18
489024;60794;2025-08-05;17;28;Fidèles réguliers (activité élevée, montant moyen);4
489068;114572;2025-08-17;8;16;Élevé montant / moyen activité / récent;20
489108;7500;2025-07-15;2;49;À réactiver (petit montant, anciens);15
489128;30300;2025-06-28;1;66;Moyen montant / faible activité / ancien;5
489141;69104;2025-08-09;7;24;Élevé montant / moyen activité / intermédiaire;19
489150;10500;2025-08-17;13;16;Petits mais actifs (faible montant, très actifs);12
489157;29030;2025-08-15;26;18;Fidèles réguliers (activité élevée, montant moyen);4
489159;32045;2025-07-29;13;35;Moyen montant / élevé activité / ancien;11
489161;23422;2025-08-09;27;24;Fidèles réguliers (activité élevée, montant moyen);4
489213;111386;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
489255;106396;2025-07-28;5;36;Élevé montant / moyen activité / ancien;18
489260;200000;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
489261;81684;2025-07-28;8;36;Élevé montant / moyen activité / ancien;18
489265;82429;2025-07-28;7;36;Élevé montant / moyen activité / ancien;18
489266;146100;2025-08-01;4;32;Élevé montant / moyen activité / intermédiaire;19
489267;150000;2025-07-18;1;46;Premium dormants (haut montant, peu actifs, anciens);13
489269;125417;2025-08-13;12;20;VIP (montant élevé, très actifs, récents);14
489281;77594;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
489282;2333;2025-08-14;3;19;Faible montant / faible activité / récent;1
489286;75294;2025-08-16;17;17;VIP (montant élevé, très actifs, récents);14
489293;22600;2025-07-30;21;34;Petits mais actifs (faible montant, très actifs);12
489304;57117;2025-08-08;7;25;Moyen montant / moyen activité / intermédiaire;9
489306;55643;2025-08-04;7;29;Moyen montant / moyen activité / intermédiaire;9
489307;48109;2025-08-10;11;23;Fidèles réguliers (activité élevée, montant moyen);4
489311;110000;2025-08-01;2;32;Élevé montant / faible activité / intermédiaire;16
489312;88038;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
489321;123978;2025-08-09;6;24;Élevé montant / moyen activité / intermédiaire;19
489324;138463;2025-07-28;9;36;Élevé montant / moyen activité / ancien;18
489325;134000;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
489327;61476;2025-08-03;8;30;Moyen montant / moyen activité / intermédiaire;9
489335;27129;2025-07-28;7;36;Moyen montant / moyen activité / ancien;8
489347;10017;2025-07-19;3;45;À réactiver (petit montant, anciens);15
489349;73167;2025-08-02;6;31;Élevé montant / moyen activité / intermédiaire;19
489353;131712;2025-08-01;5;32;Élevé montant / moyen activité / intermédiaire;19
489355;21881;2025-08-17;90;16;Petits mais actifs (faible montant, très actifs);12
489377;28042;2025-08-18;14;15;Fidèles réguliers (activité élevée, montant moyen);4
489417;22757;2025-07-28;35;36;Petits mais actifs (faible montant, très actifs);12
489421;21303;2025-08-17;58;16;Petits mais actifs (faible montant, très actifs);12
489431;15100;2025-07-27;3;37;À réactiver (petit montant, anciens);15
489522;33629;2025-08-12;18;21;Fidèles réguliers (activité élevée, montant moyen);4
489542;55094;2025-08-18;24;15;Fidèles réguliers (activité élevée, montant moyen);4
489549;58750;2025-07-29;8;35;Moyen montant / moyen activité / ancien;8
489556;29688;2025-07-30;8;34;Moyen montant / moyen activité / ancien;8
489565;149740;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
489618;133347;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
489687;82833;2025-08-11;6;22;Élevé montant / moyen activité / récent;20
489688;128833;2025-08-02;6;31;Élevé montant / moyen activité / intermédiaire;19
489699;38333;2025-08-01;3;32;Moyen montant / faible activité / intermédiaire;6
489708;126109;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
489717;33650;2025-07-29;3;35;Moyen montant / faible activité / ancien;5
489718;25000;2025-06-28;1;66;Moyen montant / faible activité / ancien;5
489722;30314;2025-07-28;5;36;Moyen montant / moyen activité / ancien;8
489725;29264;2025-08-12;6;21;Moyen montant / moyen activité / récent;10
489727;75688;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
489730;96000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
489735;70491;2025-08-05;16;28;VIP (montant élevé, très actifs, récents);14
489736;20666;2025-08-17;99;16;Petits mais actifs (faible montant, très actifs);12
489737;100752;2025-07-30;6;34;Élevé montant / moyen activité / ancien;18
