client_id;montant_moyen;derniere_transaction;nb_transactions_mois;derniere_transaction_jour;cluster_name;cluster
1224896;129657;2025-07-31;3;33;Élevé montant / faible activité / intermédiaire;16
1224903;42402;2025-08-05;20;28;Fidèles réguliers (activité élevée, montant moyen);4
1224918;25507;2025-08-17;14;16;Fidèles réguliers (activité élevée, montant moyen);4
1224930;84532;2025-08-08;4;25;Élevé montant / moyen activité / intermédiaire;19
1224935;34000;2025-07-15;5;49;Moyen montant / moyen activité / ancien;8
1225006;5361;2025-08-18;176;15;Petits mais actifs (faible montant, très actifs);12
1225032;30000;2025-08-17;1;16;Moyen montant / faible activité / récent;7
1225037;23788;2025-08-03;11;30;Fidèles réguliers (activité élevée, montant moyen);4
1225115;10505;2025-07-10;2;54;À réactiver (petit montant, anciens);15
1225217;200000;2025-07-17;1;47;Premium dormants (haut montant, peu actifs, anciens);13
1225366;63368;2025-08-17;8;16;Élevé montant / moyen activité / récent;20
1225410;104547;2025-08-18;6;15;Élevé montant / moyen activité / récent;20
1225479;12144;2025-08-18;8;15;Faible montant / moyen activité / récent;3
1225526;33299;2025-08-08;27;25;Fidèles réguliers (activité élevée, montant moyen);4
1225690;42100;2025-07-26;2;38;Moyen montant / faible activité / ancien;5
1225723;59327;2025-08-18;125;15;Fidèles réguliers (activité élevée, montant moyen);4
1225805;4000;2025-07-31;1;33;Faible montant / faible activité / intermédiaire;0
1225811;23496;2025-08-18;107;15;Fidèles réguliers (activité élevée, montant moyen);4
1225904;20134;2025-08-05;4;28;Faible montant / moyen activité / intermédiaire;2
1225918;2755;2025-08-18;53;15;Petits mais actifs (faible montant, très actifs);12
1225929;14367;2025-07-12;46;52;Petits mais actifs (faible montant, très actifs);12
1226018;48600;2025-07-10;1;54;Moyen montant / faible activité / ancien;5
1226046;2000;2025-08-08;1;25;Faible montant / faible activité / intermédiaire;0
1226049;7778;2025-08-11;16;22;Petits mais actifs (faible montant, très actifs);12
1226155;59590;2025-07-30;4;34;Moyen montant / moyen activité / ancien;8
1226194;5000;2025-07-07;1;57;À réactiver (petit montant, anciens);15
1226200;26499;2025-08-13;18;20;Fidèles réguliers (activité élevée, montant moyen);4
1226299;14163;2025-08-15;5;18;Faible montant / moyen activité / récent;3
1226369;69040;2025-08-02;5;31;Élevé montant / moyen activité / intermédiaire;19
1226372;12500;2025-08-16;2;17;Faible montant / faible activité / récent;1
1226424;15983;2025-07-17;6;47;À réactiver (petit montant, anciens);15
1226470;6000;2025-08-17;2;16;Faible montant / faible activité / récent;1
1226540;4917;2025-08-18;10;15;Petits mais actifs (faible montant, très actifs);12
1226610;22512;2025-08-18;8;15;Faible montant / moyen activité / récent;3
1226629;20170;2025-07-31;5;33;Faible montant / moyen activité / intermédiaire;2
1226668;56625;2025-08-18;8;15;Moyen montant / moyen activité / récent;10
1226793;61988;2025-08-10;4;23;Moyen montant / moyen activité / intermédiaire;9
1226825;95500;2025-08-11;2;22;Élevé montant / faible activité / récent;17
1227008;13522;2025-08-18;38;15;Petits mais actifs (faible montant, très actifs);12
1227047;23000;2025-08-18;5;15;Faible montant / moyen activité / récent;3
1227137;80800;2025-06-26;4;68;Élevé montant / moyen activité / ancien;18
1227212;44135;2025-08-10;38;23;Fidèles réguliers (activité élevée, montant moyen);4
1227281;88833;2025-07-26;3;38;Premium dormants (haut montant, peu actifs, anciens);13
1227439;10000;2025-08-18;5;15;Faible montant / moyen activité / récent;3
1227554;121200;2025-06-30;1;64;Premium dormants (haut montant, peu actifs, anciens);13
1227557;46562;2025-07-25;2;39;Moyen montant / faible activité / ancien;5
1227564;86188;2025-08-11;8;22;Élevé montant / moyen activité / récent;20
1227765;27250;2025-08-11;2;22;Moyen montant / faible activité / récent;7
1227853;8000;2025-08-08;1;25;Faible montant / faible activité / intermédiaire;0
1227877;150000;2025-06-28;1;66;Premium dormants (haut montant, peu actifs, anciens);13
1227922;126000;2025-07-21;2;43;Premium dormants (haut montant, peu actifs, anciens);13
1227945;35742;2025-08-11;33;22;Fidèles réguliers (activité élevée, montant moyen);4
1227996;59687;2025-08-16;46;17;Fidèles réguliers (activité élevée, montant moyen);4
1228014;5500;2025-06-27;2;67;À réactiver (petit montant, anciens);15
1228036;36306;2025-08-09;11;24;Fidèles réguliers (activité élevée, montant moyen);4
1228121;30335;2025-07-16;3;48;Moyen montant / faible activité / ancien;5
1228141;121117;2025-08-04;13;29;VIP (montant élevé, très actifs, récents);14
1228173;165412;2025-07-31;3;33;Élevé montant / faible activité / intermédiaire;16
1228211;164850;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
1228214;68571;2025-08-02;7;31;Élevé montant / moyen activité / intermédiaire;19
1228234;182189;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
1228239;7356;2025-08-18;98;15;Petits mais actifs (faible montant, très actifs);12
1228285;75000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
1228339;2845;2025-07-29;29;35;Petits mais actifs (faible montant, très actifs);12
1228349;5236;2025-08-12;19;21;Petits mais actifs (faible montant, très actifs);12
1228375;40541;2025-08-18;29;15;Fidèles réguliers (activité élevée, montant moyen);4
1228379;155746;2025-07-31;5;33;Élevé montant / moyen activité / intermédiaire;19
1228380;38681;2025-08-16;28;17;Fidèles réguliers (activité élevée, montant moyen);4
1228408;135000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
1228424;85347;2025-07-28;9;36;Élevé montant / moyen activité / ancien;18
1228532;37000;2025-08-13;3;20;Moyen montant / faible activité / récent;7
1228549;36676;2025-08-12;17;21;Fidèles réguliers (activité élevée, montant moyen);4
1228588;30510;2025-08-18;29;15;Fidèles réguliers (activité élevée, montant moyen);4
1228590;35352;2025-07-25;5;39;Moyen montant / moyen activité / ancien;8
1228612;123717;2025-08-18;7;15;Élevé montant / moyen activité / récent;20
1228622;15029;2025-07-30;11;34;Petits mais actifs (faible montant, très actifs);12
1228735;44947;2025-08-02;11;31;Fidèles réguliers (activité élevée, montant moyen);4
1228821;147735;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
1228840;24056;2025-07-23;11;41;Moyen montant / élevé activité / ancien;11
1228871;111903;2025-08-11;17;22;VIP (montant élevé, très actifs, récents);14
1228927;21938;2025-08-10;118;23;Petits mais actifs (faible montant, très actifs);12
1229038;158500;2025-08-01;2;32;Élevé montant / faible activité / intermédiaire;16
1229039;6683;2025-07-03;3;61;À réactiver (petit montant, anciens);15
1229056;200000;2025-07-12;2;52;Premium dormants (haut montant, peu actifs, anciens);13
1229176;26709;2025-08-09;63;24;Fidèles réguliers (activité élevée, montant moyen);4
1229193;38635;2025-08-14;12;19;Fidèles réguliers (activité élevée, montant moyen);4
1229224;12193;2025-08-18;9;15;Faible montant / moyen activité / récent;3
1229241;30300;2025-06-21;1;73;Moyen montant / faible activité / ancien;5
1229274;119000;2025-07-07;2;57;Premium dormants (haut montant, peu actifs, anciens);13
1229439;61146;2025-08-13;22;20;Fidèles réguliers (activité élevée, montant moyen);4
1229445;150760;2025-08-06;5;27;Élevé montant / moyen activité / intermédiaire;19
1229460;41265;2025-08-18;4;15;Moyen montant / moyen activité / récent;10
1229471;56042;2025-08-13;8;20;Moyen montant / moyen activité / récent;10
1229478;65366;2025-08-03;15;30;VIP (montant élevé, très actifs, récents);14
1229496;58054;2025-08-18;17;15;Fidèles réguliers (activité élevée, montant moyen);4
1229532;43578;2025-08-18;7;15;Moyen montant / moyen activité / récent;10
1229562;44940;2025-08-18;9;15;Moyen montant / moyen activité / récent;10
1229606;132459;2025-08-14;7;19;Élevé montant / moyen activité / récent;20
1229655;15605;2025-07-25;4;39;À réactiver (petit montant, anciens);15
1229687;1722;2025-08-17;30;16;Petits mais actifs (faible montant, très actifs);12
1229740;77395;2025-08-11;4;22;Élevé montant / moyen activité / récent;20
1229796;77558;2025-07-29;16;35;Élevé montant / élevé activité / ancien;21
1229918;150000;2025-07-07;1;57;Premium dormants (haut montant, peu actifs, anciens);13
1230014;35162;2025-08-15;8;18;Moyen montant / moyen activité / récent;10
1230015;48666;2025-08-17;6;16;Moyen montant / moyen activité / récent;10
1230081;24160;2025-08-18;25;15;Fidèles réguliers (activité élevée, montant moyen);4
1230168;54335;2025-08-16;82;17;Fidèles réguliers (activité élevée, montant moyen);4
1230186;175000;2025-08-10;4;23;Élevé montant / moyen activité / intermédiaire;19
1230367;43151;2025-08-18;15;15;Fidèles réguliers (activité élevée, montant moyen);4
1230558;107500;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
1230833;29189;2025-07-21;15;43;Moyen montant / élevé activité / ancien;11
1230849;37327;2025-08-18;3;15;Moyen montant / faible activité / récent;7
1230922;36184;2025-08-18;16;15;Fidèles réguliers (activité élevée, montant moyen);4
1230957;27500;2025-08-03;2;30;Moyen montant / faible activité / intermédiaire;6
1230968;1500;2025-06-21;2;73;À réactiver (petit montant, anciens);15
1231006;48833;2025-08-18;3;15;Moyen montant / faible activité / récent;7
1231026;62400;2025-07-31;5;33;Élevé montant / moyen activité / intermédiaire;19
1231100;22911;2025-08-12;12;21;Petits mais actifs (faible montant, très actifs);12
1231119;75333;2025-08-15;6;18;Élevé montant / moyen activité / récent;20
1231268;167333;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
1231433;31227;2025-08-12;15;21;Fidèles réguliers (activité élevée, montant moyen);4
1231483;10400;2025-07-30;5;34;À réactiver (petit montant, anciens);15
1231488;48239;2025-08-03;4;30;Moyen montant / moyen activité / intermédiaire;9
1231500;6266;2025-08-17;24;16;Petits mais actifs (faible montant, très actifs);12
1231506;118500;2025-08-06;2;27;Élevé montant / faible activité / intermédiaire;16
1231577;16120;2025-07-20;11;44;Petits mais actifs (faible montant, très actifs);12
1231597;13467;2025-08-12;3;21;Faible montant / faible activité / récent;1
1231637;8332;2025-07-28;13;36;Petits mais actifs (faible montant, très actifs);12
1231665;16827;2025-08-09;7;24;Faible montant / moyen activité / intermédiaire;2
1231681;127227;2025-08-14;9;19;Élevé montant / moyen activité / récent;20
1231689;127603;2025-07-15;3;49;Premium dormants (haut montant, peu actifs, anciens);13
1231718;99039;2025-08-10;19;23;VIP (montant élevé, très actifs, récents);14
1231848;92500;2025-08-04;2;29;Élevé montant / faible activité / intermédiaire;16
1231849;12323;2025-08-18;20;15;Petits mais actifs (faible montant, très actifs);12
1231875;27935;2025-08-17;52;16;Fidèles réguliers (activité élevée, montant moyen);4
1231924;20537;2025-06-23;3;71;À réactiver (petit montant, anciens);15
1232041;51625;2025-07-30;8;34;Moyen montant / moyen activité / ancien;8
1232179;16000;2025-07-16;2;48;À réactiver (petit montant, anciens);15
1232251;87450;2025-07-26;2;38;Premium dormants (haut montant, peu actifs, anciens);13
1232327;1000;2025-08-18;2;15;Faible montant / faible activité / récent;1
1232447;200000;2025-08-12;1;21;Élevé montant / faible activité / récent;17
1232459;17150;2025-08-12;2;21;Faible montant / faible activité / récent;1
1232461;125000;2025-07-20;2;44;Premium dormants (haut montant, peu actifs, anciens);13
1232502;16401;2025-08-17;34;16;Petits mais actifs (faible montant, très actifs);12
1232531;34636;2025-08-15;43;18;Fidèles réguliers (activité élevée, montant moyen);4
1232540;114133;2025-07-16;3;48;Premium dormants (haut montant, peu actifs, anciens);13
1232638;1000;2025-06-26;1;68;À réactiver (petit montant, anciens);15
1232815;200000;2025-08-11;1;22;Élevé montant / faible activité / récent;17
1232829;135407;2025-08-09;8;24;Élevé montant / moyen activité / intermédiaire;19
1232896;51667;2025-08-07;3;26;Moyen montant / faible activité / intermédiaire;6
1232901;28308;2025-08-11;13;22;Fidèles réguliers (activité élevée, montant moyen);4
1233020;36500;2025-07-04;2;60;Moyen montant / faible activité / ancien;5
1233086;37219;2025-08-17;20;16;Fidèles réguliers (activité élevée, montant moyen);4
1233107;21585;2025-08-17;66;16;Petits mais actifs (faible montant, très actifs);12
1233142;19167;2025-08-01;3;32;Faible montant / faible activité / intermédiaire;0
1233183;25200;2025-08-07;10;26;Fidèles réguliers (activité élevée, montant moyen);4
1233370;27882;2025-08-05;37;28;Fidèles réguliers (activité élevée, montant moyen);4
1233434;46627;2025-08-01;32;32;Fidèles réguliers (activité élevée, montant moyen);4
1233510;10000;2025-06-30;3;64;À réactiver (petit montant, anciens);15
1233574;90026;2025-08-04;7;29;Élevé montant / moyen activité / intermédiaire;19
1233645;7000;2025-08-04;1;29;Faible montant / faible activité / intermédiaire;0
1233648;19695;2025-07-31;1;33;Faible montant / faible activité / intermédiaire;0
1233659;30500;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
1233884;33078;2025-08-18;72;15;Fidèles réguliers (activité élevée, montant moyen);4
1233988;40667;2025-06-26;3;68;Moyen montant / faible activité / ancien;5
1234002;28125;2025-08-08;12;25;Fidèles réguliers (activité élevée, montant moyen);4
1234109;29000;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
1234133;15000;2025-08-12;2;21;Faible montant / faible activité / récent;1
1234180;17192;2025-08-18;33;15;Petits mais actifs (faible montant, très actifs);12
1234246;25278;2025-08-15;2;18;Moyen montant / faible activité / récent;7
1234381;58000;2025-07-07;1;57;Moyen montant / faible activité / ancien;5
1234585;31511;2025-08-17;14;16;Fidèles réguliers (activité élevée, montant moyen);4
1234672;40789;2025-08-18;17;15;Fidèles réguliers (activité élevée, montant moyen);4
1234683;56800;2025-07-30;1;34;Moyen montant / faible activité / ancien;5
1234692;72250;2025-08-06;2;27;Élevé montant / faible activité / intermédiaire;16
1234747;18005;2025-08-04;2;29;Faible montant / faible activité / intermédiaire;0
1234846;9988;2025-08-06;29;27;Petits mais actifs (faible montant, très actifs);12
1235231;120000;2025-07-05;1;59;Premium dormants (haut montant, peu actifs, anciens);13
1235256;17970;2025-07-30;2;34;À réactiver (petit montant, anciens);15
1235476;26688;2025-08-11;20;22;Fidèles réguliers (activité élevée, montant moyen);4
1235589;66822;2025-08-18;15;15;VIP (montant élevé, très actifs, récents);14
1235646;61352;2025-08-18;61;15;Fidèles réguliers (activité élevée, montant moyen);4
1235687;23239;2025-08-13;27;20;Petits mais actifs (faible montant, très actifs);12
1235765;103750;2025-06-18;4;76;Élevé montant / moyen activité / ancien;18
1235815;150000;2025-07-06;1;58;Premium dormants (haut montant, peu actifs, anciens);13
1235834;33135;2025-08-17;19;16;Fidèles réguliers (activité élevée, montant moyen);4
1235940;80500;2025-08-04;1;29;Élevé montant / faible activité / intermédiaire;16
1236045;30000;2025-08-11;5;22;Moyen montant / moyen activité / récent;10
1236081;32303;2025-07-25;3;39;Moyen montant / faible activité / ancien;5
1236179;37931;2025-07-22;7;42;Moyen montant / moyen activité / ancien;8
1236189;14555;2025-07-30;11;34;Petits mais actifs (faible montant, très actifs);12
1236354;21906;2025-08-10;36;23;Petits mais actifs (faible montant, très actifs);12
1236544;77400;2025-08-18;10;15;VIP (montant élevé, très actifs, récents);14
1236716;25000;2025-08-12;1;21;Moyen montant / faible activité / récent;7
1236722;27230;2025-08-18;48;15;Fidèles réguliers (activité élevée, montant moyen);4
1236814;49750;2025-08-06;2;27;Moyen montant / faible activité / intermédiaire;6
1236834;61943;2025-08-18;7;15;Moyen montant / moyen activité / récent;10
1236935;22678;2025-08-08;30;25;Petits mais actifs (faible montant, très actifs);12
1236945;10207;2025-08-17;24;16;Petits mais actifs (faible montant, très actifs);12
1236977;81900;2025-08-03;1;30;Élevé montant / faible activité / intermédiaire;16
1237060;20250;2025-07-25;4;39;À réactiver (petit montant, anciens);15
1237083;59333;2025-08-12;3;21;Moyen montant / faible activité / récent;7
1237089;13000;2025-08-05;9;28;Faible montant / moyen activité / intermédiaire;2
1237282;35866;2025-08-18;57;15;Fidèles réguliers (activité élevée, montant moyen);4
1237314;34963;2025-08-18;11;15;Fidèles réguliers (activité élevée, montant moyen);4
1237328;58850;2025-07-29;3;35;Moyen montant / faible activité / ancien;5
1237364;8500;2025-07-28;2;36;À réactiver (petit montant, anciens);15
1237376;37505;2025-08-12;8;21;Moyen montant / moyen activité / récent;10
1237448;19366;2025-08-10;10;23;Petits mais actifs (faible montant, très actifs);12
1237594;9225;2025-08-09;6;24;Faible montant / moyen activité / intermédiaire;2
1237627;70568;2025-08-08;4;25;Élevé montant / moyen activité / intermédiaire;19
1237782;7889;2025-07-23;61;41;Petits mais actifs (faible montant, très actifs);12
1237789;90136;2025-07-30;4;34;Élevé montant / moyen activité / ancien;18
1237838;6038;2025-08-12;8;21;Faible montant / moyen activité / récent;3
1237901;68446;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
1237915;20618;2025-08-15;16;18;Petits mais actifs (faible montant, très actifs);12
1238264;18430;2025-08-06;5;27;Faible montant / moyen activité / intermédiaire;2
1238365;25000;2025-08-05;1;28;Moyen montant / faible activité / intermédiaire;6
1238452;22550;2025-08-13;4;20;Faible montant / moyen activité / récent;3
1238573;74833;2025-08-08;6;25;Élevé montant / moyen activité / intermédiaire;19
1238672;58216;2025-08-18;16;15;Fidèles réguliers (activité élevée, montant moyen);4
1238773;67750;2025-06-20;4;74;Élevé montant / moyen activité / ancien;18
1238775;75850;2025-08-18;3;15;Élevé montant / faible activité / récent;17
1238842;7449;2025-07-17;8;47;À réactiver (petit montant, anciens);15
1238853;25125;2025-08-09;4;24;Moyen montant / moyen activité / intermédiaire;9
1238854;40738;2025-08-06;4;27;Moyen montant / moyen activité / intermédiaire;9
1238869;74118;2025-08-03;17;30;VIP (montant élevé, très actifs, récents);14
1238894;17423;2025-08-18;13;15;Petits mais actifs (faible montant, très actifs);12
1238956;39719;2025-08-04;8;29;Moyen montant / moyen activité / intermédiaire;9
1238976;42714;2025-08-06;7;27;Moyen montant / moyen activité / intermédiaire;9
1239141;43875;2025-08-13;4;20;Moyen montant / moyen activité / récent;10
1239192;12500;2025-08-08;1;25;Faible montant / faible activité / intermédiaire;0
1239196;95000;2025-08-08;2;25;Élevé montant / faible activité / intermédiaire;16
1239227;34227;2025-08-17;75;16;Fidèles réguliers (activité élevée, montant moyen);4
1239254;100800;2025-08-16;5;17;Élevé montant / moyen activité / récent;20
1239375;21399;2025-08-17;40;16;Petits mais actifs (faible montant, très actifs);12
1239388;20726;2025-08-05;11;28;Petits mais actifs (faible montant, très actifs);12
1239427;109936;2025-08-07;5;26;Élevé montant / moyen activité / intermédiaire;19
1239549;34000;2025-07-27;2;37;Moyen montant / faible activité / ancien;5
1239554;27775;2025-08-08;2;25;Moyen montant / faible activité / intermédiaire;6
1239626;17312;2025-07-29;8;35;À réactiver (petit montant, anciens);15
1239664;90567;2025-08-14;6;19;Élevé montant / moyen activité / récent;20
1239688;78690;2025-08-11;2;22;Élevé montant / faible activité / récent;17
1239791;29760;2025-08-06;4;27;Moyen montant / moyen activité / intermédiaire;9
1239835;10562;2025-08-12;60;21;Petits mais actifs (faible montant, très actifs);12
1239869;7527;2025-08-02;11;31;Petits mais actifs (faible montant, très actifs);12
1239891;72149;2025-07-31;5;33;Élevé montant / moyen activité / intermédiaire;19
1239996;150000;2025-07-21;1;43;Premium dormants (haut montant, peu actifs, anciens);13
1240132;20221;2025-08-17;26;16;Petits mais actifs (faible montant, très actifs);12
1240163;9500;2025-08-12;4;21;Faible montant / moyen activité / récent;3
1240179;75000;2025-07-30;3;34;Premium dormants (haut montant, peu actifs, anciens);13
1240211;24800;2025-08-12;12;21;Fidèles réguliers (activité élevée, montant moyen);4
1240216;11500;2025-07-11;1;53;À réactiver (petit montant, anciens);15
1240271;19454;2025-08-12;62;21;Petits mais actifs (faible montant, très actifs);12
1240284;60505;2025-08-14;2;19;Moyen montant / faible activité / récent;7
1240318;76296;2025-08-04;5;29;Élevé montant / moyen activité / intermédiaire;19
1240439;505;2025-06-26;1;68;À réactiver (petit montant, anciens);15
1240440;55000;2025-08-17;3;16;Moyen montant / faible activité / récent;7
1240631;62017;2025-08-01;6;32;Moyen montant / moyen activité / intermédiaire;9
1240633;21953;2025-08-18;31;15;Petits mais actifs (faible montant, très actifs);12
1240681;46076;2025-08-06;2;27;Moyen montant / faible activité / intermédiaire;6
1240712;22019;2025-08-18;17;15;Petits mais actifs (faible montant, très actifs);12
1240734;28060;2025-07-30;8;34;Moyen montant / moyen activité / ancien;8
1240916;42525;2025-08-16;4;17;Moyen montant / moyen activité / récent;10
1241062;26507;2025-07-25;9;39;Moyen montant / moyen activité / ancien;8
1241079;25498;2025-08-17;47;16;Fidèles réguliers (activité élevée, montant moyen);4
1241143;31050;2025-08-10;3;23;Moyen montant / faible activité / intermédiaire;6
1241158;9394;2025-08-18;13;15;Petits mais actifs (faible montant, très actifs);12
1241277;172933;2025-08-14;3;19;Élevé montant / faible activité / récent;17
1241309;85000;2025-08-11;2;22;Élevé montant / faible activité / récent;17
1241339;12500;2025-07-25;2;39;À réactiver (petit montant, anciens);15
1241378;12250;2025-08-11;4;22;Faible montant / moyen activité / récent;3
1241389;76248;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
1241413;9500;2025-08-17;2;16;Faible montant / faible activité / récent;1
1241483;49492;2025-07-23;12;41;Moyen montant / élevé activité / ancien;11
1241576;23255;2025-08-17;4;16;Faible montant / moyen activité / récent;3
1241596;12800;2025-07-25;5;39;À réactiver (petit montant, anciens);15
1241620;10000;2025-08-04;1;29;Faible montant / faible activité / intermédiaire;0
1241680;15644;2025-08-16;32;17;Petits mais actifs (faible montant, très actifs);12
1241729;7500;2025-07-15;2;49;À réactiver (petit montant, anciens);15
1241744;101884;2025-08-14;7;19;Élevé montant / moyen activité / récent;20
1241764;22167;2025-08-07;12;26;Petits mais actifs (faible montant, très actifs);12
1241797;69321;2025-08-07;28;26;VIP (montant élevé, très actifs, récents);14
1242092;66780;2025-08-15;25;18;VIP (montant élevé, très actifs, récents);14
1242139;74450;2025-07-30;2;34;Premium dormants (haut montant, peu actifs, anciens);13
1242237;11636;2025-08-15;22;18;Petits mais actifs (faible montant, très actifs);12
1242292;53495;2025-08-16;6;17;Moyen montant / moyen activité / récent;10
1242430;20994;2025-08-08;14;25;Petits mais actifs (faible montant, très actifs);12
1242442;16605;2025-07-31;12;33;Petits mais actifs (faible montant, très actifs);12
1242478;19978;2025-08-18;20;15;Petits mais actifs (faible montant, très actifs);12
1242491;10000;2025-07-04;1;60;À réactiver (petit montant, anciens);15
1242492;75000;2025-07-07;1;57;Premium dormants (haut montant, peu actifs, anciens);13
1242579;14333;2025-08-18;19;15;Petits mais actifs (faible montant, très actifs);12
1242661;23729;2025-08-15;7;18;Moyen montant / moyen activité / récent;10
1242793;18625;2025-08-15;11;18;Petits mais actifs (faible montant, très actifs);12
1242796;17500;2025-08-14;1;19;Faible montant / faible activité / récent;1
1242823;7600;2025-08-06;7;27;Faible montant / moyen activité / intermédiaire;2
1242970;21141;2025-07-02;11;62;Petits mais actifs (faible montant, très actifs);12
1243142;40217;2025-08-15;6;18;Moyen montant / moyen activité / récent;10
1243166;74533;2025-08-18;29;15;VIP (montant élevé, très actifs, récents);14
1243167;22725;2025-06-24;2;70;À réactiver (petit montant, anciens);15
1243188;27444;2025-08-18;50;15;Fidèles réguliers (activité élevée, montant moyen);4
1243237;71710;2025-08-02;5;31;Élevé montant / moyen activité / intermédiaire;19
1243401;20000;2025-08-07;2;26;Faible montant / faible activité / intermédiaire;0
1243404;42555;2025-08-14;7;19;Moyen montant / moyen activité / récent;10
1243438;18500;2025-08-03;1;30;Faible montant / faible activité / intermédiaire;0
1243484;127250;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
1243559;16489;2025-08-16;8;17;Faible montant / moyen activité / récent;3
1243634;25975;2025-08-16;27;17;Fidèles réguliers (activité élevée, montant moyen);4
1243904;128000;2025-08-01;1;32;Élevé montant / faible activité / intermédiaire;16
1243911;28318;2025-08-13;22;20;Fidèles réguliers (activité élevée, montant moyen);4
1243925;13172;2025-08-09;9;24;Faible montant / moyen activité / intermédiaire;2
1243955;75000;2025-08-14;5;19;Élevé montant / moyen activité / récent;20
1244050;10000;2025-07-11;1;53;À réactiver (petit montant, anciens);15
1244255;10000;2025-06-18;1;76;À réactiver (petit montant, anciens);15
1244388;65492;2025-08-05;9;28;Élevé montant / moyen activité / intermédiaire;19
1244477;59225;2025-08-13;21;20;Fidèles réguliers (activité élevée, montant moyen);4
1244492;31343;2025-08-08;6;25;Moyen montant / moyen activité / intermédiaire;9
1244576;42994;2025-08-15;19;18;Fidèles réguliers (activité élevée, montant moyen);4
1244583;9000;2025-08-13;2;20;Faible montant / faible activité / récent;1
1244761;49500;2025-08-06;2;27;Moyen montant / faible activité / intermédiaire;6
1244804;26821;2025-08-16;15;17;Fidèles réguliers (activité élevée, montant moyen);4
1244838;94632;2025-08-01;4;32;Élevé montant / moyen activité / intermédiaire;19
1244920;44300;2025-07-16;1;48;Moyen montant / faible activité / ancien;5
1245048;17500;2025-07-07;1;57;À réactiver (petit montant, anciens);15
1245122;21254;2025-07-28;6;36;À réactiver (petit montant, anciens);15
1245145;69300;2025-08-06;3;27;Élevé montant / faible activité / intermédiaire;16
1245162;23272;2025-08-17;18;16;Petits mais actifs (faible montant, très actifs);12
1245184;27200;2025-06-28;1;66;Moyen montant / faible activité / ancien;5
1245251;118682;2025-08-11;11;22;VIP (montant élevé, très actifs, récents);14
1245312;25250;2025-08-11;11;22;Fidèles réguliers (activité élevée, montant moyen);4
1245560;15642;2025-07-06;4;58;À réactiver (petit montant, anciens);15
1245600;21473;2025-08-16;17;17;Petits mais actifs (faible montant, très actifs);12
1245717;17000;2025-08-11;2;22;Faible montant / faible activité / récent;1
1245783;56600;2025-07-25;5;39;Moyen montant / moyen activité / ancien;8
1246037;122007;2025-07-25;3;39;Premium dormants (haut montant, peu actifs, anciens);13
1246093;40000;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
1246125;10000;2025-06-19;1;75;À réactiver (petit montant, anciens);15
1246152;60268;2025-07-19;3;45;Moyen montant / faible activité / ancien;5
1246161;755;2025-07-13;4;51;À réactiver (petit montant, anciens);15
1246268;129500;2025-08-18;2;15;Élevé montant / faible activité / récent;17
1246404;33266;2025-08-05;19;28;Fidèles réguliers (activité élevée, montant moyen);4
1246519;1000;2025-08-12;3;21;Faible montant / faible activité / récent;1
1246722;45290;2025-08-15;37;18;Fidèles réguliers (activité élevée, montant moyen);4
1246758;20000;2025-07-13;1;51;À réactiver (petit montant, anciens);15
1246860;29690;2025-07-02;6;62;Moyen montant / moyen activité / ancien;8
1246861;16383;2025-08-05;3;28;Faible montant / faible activité / intermédiaire;0
1246916;36216;2025-08-14;28;19;Fidèles réguliers (activité élevée, montant moyen);4
1246952;32000;2025-08-01;7;32;Moyen montant / moyen activité / intermédiaire;9
1247035;13495;2025-08-18;82;15;Petits mais actifs (faible montant, très actifs);12
1247152;13136;2025-08-18;25;15;Petits mais actifs (faible montant, très actifs);12
1247213;22256;2025-07-26;5;38;À réactiver (petit montant, anciens);15
1247228;57500;2025-08-07;2;26;Moyen montant / faible activité / intermédiaire;6
1247413;122500;2025-08-02;4;31;Élevé montant / moyen activité / intermédiaire;19
1247482;26260;2025-08-12;1;21;Moyen montant / faible activité / récent;7
1247495;58200;2025-08-18;16;15;Fidèles réguliers (activité élevée, montant moyen);4
1247498;3000;2025-06-22;1;72;À réactiver (petit montant, anciens);15
1247593;72813;2025-08-14;9;19;Élevé montant / moyen activité / récent;20
1247748;54471;2025-08-18;7;15;Moyen montant / moyen activité / récent;10
1247763;71206;2025-08-10;17;23;VIP (montant élevé, très actifs, récents);14
1247783;101532;2025-07-30;3;34;Premium dormants (haut montant, peu actifs, anciens);13
1247885;5486;2025-08-11;10;22;Petits mais actifs (faible montant, très actifs);12
1248006;43978;2025-07-31;3;33;Moyen montant / faible activité / intermédiaire;6
1248083;2000;2025-06-25;1;69;À réactiver (petit montant, anciens);15
