client_id;montant_moyen;dernière_transaction;nb_transactions_mois;dernière_transaction_jour
35182;30000;15/08/2025;6;14
35312;28000;05/07/2025;1;55
35338;16801;18/08/2025;91;11
35404;53000;25/07/2025;2;35
35460;13133;15/08/2025;3;14
35542;59337;08/08/2025;7;21
35719;59975;05/08/2025;4;24
35741;6426;08/08/2025;5;21
35777;35000;01/08/2025;4;28
35809;30000;15/07/2025;1;45
35820;143712;16/08/2025;21;13
35866;101667;29/07/2025;3;31
35869;62540;07/08/2025;8;22
35980;19527;05/08/2025;3;24
36049;29800;06/08/2025;5;23
36149;46286;01/08/2025;7;28
36165;92158;29/07/2025;2;31
36185;38404;18/08/2025;13;11
36201;71500;27/07/2025;2;33
36284;12628;07/08/2025;17;22
36300;30000;17/08/2025;4;12
36304;33550;16/08/2025;6;13
36314;35149;06/08/2025;5;23
36323;5000;17/08/2025;1;12
36363;50000;11/07/2025;1;49
36531;15000;21/07/2025;1;39
36538;72600;15/08/2025;5;14
36607;90200;28/07/2025;5;32
36645;11540;17/06/2025;2;73
36653;14215;15/08/2025;26;14
36802;12929;03/08/2025;7;26
36808;37875;28/06/2025;2;62
36821;28711;11/08/2025;35;18
36829;52890;18/08/2025;18;11
36881;52729;15/08/2025;9;14
36889;92500;12/07/2025;4;48
36897;31763;04/08/2025;19;25
36908;154300;08/08/2025;5;21
36996;56426;05/08/2025;16;24
37023;42918;31/07/2025;3;29
37025;30000;11/08/2025;1;18
37029;22556;18/08/2025;9;11
37087;147500;18/08/2025;2;11
37099;95350;06/08/2025;5;23
37102;28058;10/08/2025;49;19
37115;73000;31/07/2025;8;29
37245;163967;04/08/2025;6;25
37400;17379;18/08/2025;29;11
37406;33956;18/08/2025;46;11
37710;17847;11/08/2025;20;18
37760;9191;05/08/2025;7;24
37889;43099;06/08/2025;21;23
37912;28366;10/08/2025;22;19
37917;200000;06/08/2025;2;23
37991;199985;08/08/2025;4;21
38004;80000;29/07/2025;1;31
38023;80000;11/07/2025;1;49
38034;50250;21/07/2025;2;39
38060;111546;28/07/2025;5;32
38071;60050;25/06/2025;2;65
38109;10344;17/08/2025;37;12
38138;38423;25/07/2025;5;35
38216;11000;16/08/2025;2;13
38232;46333;07/07/2025;3;53
38300;30760;17/08/2025;36;12
38303;27000;05/08/2025;2;24
38308;8394;03/08/2025;9;26
38319;4016;17/08/2025;24;12
38334;55915;10/08/2025;7;19
38389;15038;12/08/2025;8;17
38409;27724;10/08/2025;21;19
38453;65473;18/08/2025;20;11
38462;8277;15/08/2025;7;14
38466;150000;26/07/2025;4;34
38481;20360;06/08/2025;8;23
38497;19565;18/08/2025;80;11
38503;38212;06/08/2025;3;23
38511;33670;18/08/2025;3;11
38559;134750;28/07/2025;4;32
38628;57000;05/08/2025;1;24
38669;26756;07/08/2025;5;22
38690;5833;23/07/2025;3;37
38744;68580;06/08/2025;5;23
38788;51225;26/07/2025;2;34
38849;10000;27/07/2025;1;33
38896;14950;18/08/2025;14;11
38966;100000;29/06/2025;1;61
39043;165990;03/08/2025;16;26
39058;163500;28/07/2025;2;32
39109;70000;16/08/2025;6;13
39124;89937;18/08/2025;12;11
39191;33439;11/08/2025;16;18
39271;33833;16/08/2025;3;13
39295;158000;05/08/2025;1;24
39400;26175;13/08/2025;30;16
39405;114000;06/08/2025;2;23
39411;32283;05/08/2025;4;24
39462;29930;25/07/2025;2;35
39489;122500;26/07/2025;1;34
39515;102425;06/08/2025;2;23
39518;33000;28/07/2025;1;32
39549;116700;30/07/2025;5;30
39568;92324;30/07/2025;5;30
39637;83935;18/08/2025;2;11
39657;48245;18/08/2025;27;11
39668;101868;25/07/2025;2;35
39682;60528;18/08/2025;18;11
39770;73404;28/07/2025;26;32
39789;95400;12/08/2025;2;17
39810;121100;07/08/2025;5;22
39843;115000;01/08/2025;2;28
39900;67500;05/08/2025;2;24
39943;90100;28/07/2025;5;32
39946;18438;08/08/2025;8;21
39968;25342;15/08/2025;29;14
39969;126270;29/07/2025;5;31
40022;37600;07/07/2025;3;53
40071;164582;29/07/2025;10;31
40255;113907;30/07/2025;7;30
40272;74030;01/08/2025;6;28
40279;84000;05/08/2025;2;24
40293;80000;05/07/2025;1;55
40309;89409;10/08/2025;9;19
40325;15102;16/07/2025;1;44
40363;7775;06/08/2025;4;23
40457;11166;04/08/2025;7;25
40470;154835;31/07/2025;10;29
40476;38571;07/08/2025;7;22
40478;70797;08/08/2025;11;21
40481;195000;03/07/2025;1;57
40528;81125;30/07/2025;8;30
40575;102267;10/08/2025;3;19
40653;72667;28/07/2025;3;32
40672;38173;26/07/2025;10;34
40704;135800;28/07/2025;5;32
40706;157312;29/07/2025;4;31
40775;32000;25/07/2025;1;35
40785;70341;18/08/2025;36;11
40865;10100;19/06/2025;1;71
40895;31590;26/07/2025;5;34
40916;117422;01/07/2025;2;59
40980;70607;29/07/2025;7;31
40987;33875;30/07/2025;2;30
41035;59227;31/07/2025;16;29
41045;2000;16/07/2025;1;44
41098;91945;29/07/2025;2;31
41102;77000;06/08/2025;10;23
41104;105000;26/07/2025;1;34
41156;15074;07/08/2025;27;22
41163;110800;05/08/2025;5;24
41231;80050;29/07/2025;2;31
41248;115714;29/07/2025;7;31
41258;98920;29/07/2025;4;31
41274;35690;15/08/2025;18;14
41304;131955;18/08/2025;22;11
41312;27350;16/08/2025;20;13
41339;81955;25/07/2025;3;35
41341;62130;17/08/2025;26;12
41430;61017;05/08/2025;6;24
41434;73835;22/07/2025;1;38
41482;29779;17/08/2025;36;12
41483;10638;18/08/2025;47;11
41528;119000;13/08/2025;8;16
41607;157562;16/07/2025;4;44
41646;86250;28/07/2025;4;32
41694;44000;06/08/2025;2;23
41727;22389;18/08/2025;84;11
41728;47603;18/08/2025;15;11
41746;16429;17/08/2025;7;12
41757;46069;16/08/2025;5;13
41765;33742;05/08/2025;4;24
41826;43740;08/08/2025;3;21
41837;71536;14/08/2025;14;15
41866;44423;18/08/2025;26;11
41926;110365;26/07/2025;7;34
41942;95000;05/08/2025;2;24
42075;54634;18/08/2025;12;11
42163;27500;11/07/2025;2;49
42192;31500;26/07/2025;2;34
42261;15000;28/07/2025;2;32
42296;70700;25/07/2025;2;35
42327;35962;18/08/2025;26;11
42378;14500;18/08/2025;18;11
42398;22418;04/08/2025;24;25
42400;25676;18/08/2025;14;11
42452;63399;29/07/2025;11;31
42476;62398;25/07/2025;2;35
42488;133000;07/07/2025;1;53
42583;10962;16/08/2025;8;13
42602;36700;25/07/2025;3;35
42631;157277;28/07/2025;7;32
42635;64500;29/07/2025;2;31
42646;28054;15/08/2025;6;14
42655;148000;05/08/2025;2;24
42720;75267;15/08/2025;15;14
42725;90500;02/07/2025;1;58
42754;70500;07/07/2025;1;53
42758;35230;28/07/2025;5;32
42884;7000;01/08/2025;1;28
42937;48500;02/08/2025;10;27
43071;45337;04/08/2025;3;25
43094;37000;11/08/2025;8;18
43139;75750;29/07/2025;2;31
43221;13239;17/08/2025;13;12
43265;14673;30/07/2025;22;30
43277;23678;03/08/2025;8;26
43289;95625;12/08/2025;8;17
43416;2000;10/08/2025;1;19
43465;66250;25/07/2025;4;35
43698;11000;28/07/2025;2;32
43701;114000;14/08/2025;1;15
43715;53314;09/08/2025;7;20
43765;63350;16/08/2025;10;13
43812;50667;28/07/2025;3;32
43837;66975;12/08/2025;9;17
43843;120500;29/07/2025;2;31
43852;12385;18/08/2025;40;11
43857;72288;01/08/2025;4;28
43897;6500;14/07/2025;4;46
43928;40400;15/08/2025;1;14
43931;111810;07/08/2025;5;22
43963;40544;15/08/2025;14;14
43965;80672;05/08/2025;4;24
43976;123966;30/07/2025;8;30
43985;100000;28/06/2025;1;62
44017;13842;17/08/2025;10;12
44135;40100;26/07/2025;3;34
44155;38180;14/08/2025;3;15
44197;56625;18/08/2025;12;11
44281;10575;26/07/2025;2;34
44377;64900;07/08/2025;5;22
44419;9453;16/08/2025;60;13
44444;17564;18/08/2025;18;11
44489;196500;26/07/2025;2;34
44511;11333;18/08/2025;47;11
44558;54000;28/06/2025;1;62
44587;71500;05/08/2025;2;24
44589;1000;27/06/2025;1;63
44785;126500;28/07/2025;2;32
44792;155692;16/08/2025;12;13
44812;46000;12/08/2025;8;17
44866;38500;05/08/2025;2;24
44898;8030;25/07/2025;2;35
44899;62840;09/08/2025;25;20
44910;62625;25/07/2025;4;35
44916;25296;15/08/2025;27;14
44943;77874;28/07/2025;8;32
44955;73385;25/07/2025;2;35
44975;155000;08/08/2025;2;21
45020;84275;10/08/2025;8;19
45146;10000;26/06/2025;1;64
45179;103427;16/08/2025;7;13
45184;57000;04/08/2025;5;25
45189;7478;08/08/2025;11;21
45208;84286;16/08/2025;7;13
45233;62730;31/07/2025;2;29
45283;100000;12/08/2025;1;17
45658;2000;04/08/2025;1;25
45687;96608;27/07/2025;2;33
45738;125175;12/08/2025;6;17
45832;56990;18/08/2025;20;11
45843;87325;25/07/2025;2;35
45917;17000;23/06/2025;3;67
46005;1606;29/07/2025;5;31
46008;58750;30/07/2025;4;30
46069;70400;13/08/2025;6;16
46091;17093;18/08/2025;81;11
46127;96780;01/08/2025;8;28
46154;81500;30/07/2025;2;30
46204;29915;10/08/2025;13;19
46221;105000;25/07/2025;1;35
46237;55020;25/07/2025;3;35
46254;23333;11/08/2025;6;18
46316;8722;16/08/2025;16;13
46325;13500;26/07/2025;3;34
46400;200000;18/08/2025;1;11
46458;32500;17/07/2025;2;43
46465;33500;29/07/2025;12;31
46484;52690;26/07/2025;2;34
46491;66970;04/08/2025;12;25
46570;55000;12/08/2025;4;17
46845;72750;05/08/2025;4;24
47741;18775;09/08/2025;20;20
47753;79577;28/07/2025;7;32
47856;33200;06/08/2025;5;23
47865;55417;15/08/2025;6;14
47869;7142;13/08/2025;8;16
47882;30166;02/08/2025;42;27
47886;64623;25/07/2025;3;35
47898;12217;11/08/2025;3;18
47936;50000;25/07/2025;1;35
48085;75000;24/07/2025;2;36
48103;71114;17/08/2025;7;12
48153;81500;06/08/2025;2;23
48158;16708;05/08/2025;12;24
48220;102137;13/08/2025;21;16
48223;37335;17/08/2025;5;12
48228;119500;28/07/2025;5;32
48229;49000;05/08/2025;2;24
48259;43077;18/08/2025;13;11
48268;64831;31/07/2025;16;29
48270;100000;28/07/2025;1;32
48367;42222;30/07/2025;9;30
48391;17667;24/07/2025;3;36
48526;137258;28/07/2025;4;32
48559;197500;28/07/2025;2;32
48613;79641;14/08/2025;27;15
48615;29750;31/07/2025;2;29
48662;27777;27/06/2025;3;63
48664;45000;18/07/2025;1;42
48693;4000;26/07/2025;1;34
48697;58464;01/08/2025;14;28
48708;30695;29/07/2025;4;31
48715;93000;28/07/2025;2;32
48726;32500;29/06/2025;2;61
48765;5000;25/07/2025;1;35
48838;12526;09/08/2025;8;20
48889;40450;16/08/2025;20;13
48900;129668;11/08/2025;9;18
48926;121788;28/07/2025;6;32
48976;20571;05/08/2025;7;24
49027;6406;11/08/2025;5;18
49048;47003;18/08/2025;26;11
49086;134961;28/07/2025;7;32
49119;72264;10/08/2025;4;19
49136;7286;29/07/2025;7;31
49171;91000;04/08/2025;3;25
49194;62350;28/07/2025;4;32
49212;10635;15/08/2025;27;14
49224;5000;28/07/2025;2;32
49290;55111;05/08/2025;9;24
49295;171200;17/08/2025;5;12
49322;88283;29/07/2025;3;31
49328;65017;25/07/2025;3;35
49449;90500;26/07/2025;2;34
49450;144500;26/07/2025;2;34
49500;34614;05/08/2025;16;24
49529;102954;25/07/2025;18;35
49595;101522;28/07/2025;3;32
49617;122500;12/08/2025;6;17
49676;144620;30/07/2025;5;30
49683;14366;26/06/2025;9;64
49689;149655;29/07/2025;6;31
49692;40000;03/08/2025;2;26
49714;110000;06/08/2025;1;23
49757;83253;08/08/2025;3;21
49787;150000;18/07/2025;1;42
49790;83000;08/08/2025;5;21
49794;40000;23/06/2025;1;67
49848;74833;28/07/2025;3;32
49871;58580;07/08/2025;12;22
49911;105500;28/07/2025;5;32
49920;106842;06/08/2025;19;23
49988;35500;16/08/2025;2;13
50052;116667;10/07/2025;3;50
50081;47000;05/08/2025;1;24
50097;81511;29/07/2025;5;31
50126;20038;02/08/2025;21;27
50142;101052;08/08/2025;4;21
50155;78700;28/07/2025;10;32
50156;7538;27/06/2025;4;63
50184;10000;28/07/2025;1;32
50191;64632;07/08/2025;13;22
50239;48464;06/08/2025;9;23
50263;113855;25/07/2025;3;35
50319;190000;25/07/2025;2;35
50438;61545;10/08/2025;11;19
50468;52742;29/07/2025;4;31
50473;2000;19/06/2025;2;71
50654;44636;18/08/2025;25;11
50662;63000;26/07/2025;2;34
50693;14958;18/08/2025;12;11
50695;69500;26/07/2025;2;34
50723;55000;14/08/2025;5;15
50906;35812;13/08/2025;8;16
50916;93300;04/07/2025;4;56
50918;61886;13/08/2025;4;16
50955;20225;08/08/2025;60;21
50962;100538;10/08/2025;8;19
50982;146610;04/07/2025;2;56
50996;27500;12/07/2025;4;48
51001;24657;14/08/2025;14;15
51036;30500;25/07/2025;6;35
51044;58250;01/08/2025;6;28
51076;65000;14/08/2025;4;15
51084;36455;13/08/2025;11;16
51093;126000;01/07/2025;2;59
51336;124000;05/08/2025;2;24
51356;119250;02/08/2025;4;27
51362;58125;05/08/2025;4;24
51485;62015;06/08/2025;3;23
51505;126529;29/07/2025;11;31
51513;84333;18/08/2025;6;11
51542;67000;25/07/2025;2;35
51630;102550;16/08/2025;16;13
51631;101250;28/07/2025;2;32
51636;46000;19/06/2025;1;71
51754;95000;25/07/2025;1;35
51763;39000;26/07/2025;2;34
51789;136667;25/07/2025;3;35
51795;84000;17/06/2025;1;73
51879;85542;14/08/2025;12;15
51894;49647;18/08/2025;7;11
51895;56841;17/08/2025;54;12
51912;121633;11/08/2025;3;18
51982;200495;25/07/2025;2;35
51992;161426;28/07/2025;4;32
51993;90500;25/07/2025;2;35
51995;24128;05/08/2025;4;24
52039;69833;01/08/2025;12;28
52048;56667;09/08/2025;3;20
52067;110000;29/07/2025;2;31
52142;119004;05/08/2025;2;24
52145;15900;02/08/2025;8;27
52161;14713;30/07/2025;6;30
52168;5500;10/08/2025;4;19
52240;39828;05/08/2025;26;24
52268;37917;15/08/2025;12;14
52304;66692;11/08/2025;10;18
52345;100069;16/08/2025;7;13
52368;80000;23/07/2025;5;37
52369;105000;02/08/2025;6;27
52387;34000;18/08/2025;30;11
52418;17167;02/07/2025;6;58
52428;96873;07/08/2025;31;22
52448;23774;17/08/2025;31;12
52460;96775;29/07/2025;4;31
52577;30300;20/06/2025;1;70
52654;30050;06/08/2025;2;23
52669;34500;28/07/2025;2;32
52753;20112;18/08/2025;90;11
52781;94973;01/08/2025;6;28
52792;33756;26/07/2025;4;34
52801;113750;17/08/2025;4;12
52812;111615;28/07/2025;2;32
52873;114000;05/08/2025;4;24
52894;20460;07/08/2025;5;22
52929;48993;18/08/2025;3;11
52954;65188;17/08/2025;8;12
52977;125250;09/07/2025;2;51
52988;117714;30/07/2025;14;30
53034;35300;04/08/2025;3;25
53090;97214;12/08/2025;5;17
53113;51000;18/08/2025;11;11
53160;77500;04/08/2025;2;25
53162;57271;16/08/2025;6;13
53238;20000;25/07/2025;1;35
53249;17500;10/08/2025;2;19
53272;99007;25/07/2025;3;35
53382;69848;14/08/2025;4;15
53395;29035;15/08/2025;13;14
53416;45000;07/08/2025;2;22
53438;20145;18/08/2025;44;11
53452;103500;05/08/2025;2;24
53459;95000;26/07/2025;1;34
53486;162872;27/06/2025;2;63
53540;88500;05/08/2025;2;24
53634;16654;07/08/2025;7;22
53658;27118;16/08/2025;20;13
53659;31131;18/08/2025;43;11
53763;65000;24/06/2025;1;66
53780;12000;16/07/2025;2;44
53820;200000;20/06/2025;1;70
53838;103915;14/08/2025;11;15
53844;36298;01/08/2025;3;28
53850;39640;11/08/2025;30;18
53889;43657;28/07/2025;2;32
53890;28667;25/07/2025;3;35
53898;72150;05/08/2025;2;24
53938;12533;04/08/2025;6;25
53956;7711;27/07/2025;12;33
53975;29550;18/08/2025;30;11
53984;61000;25/07/2025;2;35
54040;85000;29/07/2025;2;31
54056;20000;10/07/2025;1;50
54073;60333;16/08/2025;3;13
54080;200000;28/07/2025;1;32
54094;79725;08/08/2025;6;21
54191;137500;29/07/2025;2;31
54243;111383;17/08/2025;11;12
54255;15625;09/08/2025;20;20
54289;158535;05/08/2025;4;24
54306;13750;18/08/2025;4;11
54331;139050;28/07/2025;3;32
54344;100000;26/07/2025;4;34
54356;137000;28/07/2025;2;32
54419;85000;28/07/2025;6;32
54424;50000;29/06/2025;1;61
54449;153000;04/08/2025;10;25
54483;21704;02/08/2025;7;27
54503;73225;28/07/2025;3;32
54661;56169;12/08/2025;5;17
54666;6500;02/07/2025;2;58
54729;48287;07/08/2025;14;22
54753;32463;25/07/2025;5;35
54778;104377;28/06/2025;3;62
54790;6250;16/08/2025;4;13
54888;90386;25/07/2025;4;35
54916;32375;05/08/2025;8;24
54926;21210;28/07/2025;4;32
54931;135667;06/08/2025;3;23
54959;41604;12/08/2025;26;17
54967;66500;05/08/2025;2;24
55025;15000;08/08/2025;3;21
55028;1000;27/06/2025;1;63
55057;20717;07/08/2025;33;22
55061;89375;18/08/2025;4;11
55081;21375;29/07/2025;4;31
55093;69321;08/08/2025;17;21
55153;103450;04/08/2025;6;25
55163;180000;27/06/2025;1;63
55218;94500;28/06/2025;1;62
55239;57447;18/08/2025;8;11
55252;45200;25/07/2025;2;35
55254;25133;15/08/2025;10;14
55276;12500;11/07/2025;2;49
55342;20050;28/07/2025;1;32
55343;132941;10/08/2025;17;19
55350;75445;08/08/2025;6;21
55359;80150;11/08/2025;30;18
55516;35034;07/08/2025;9;22
55563;12230;26/07/2025;2;34
55593;95673;06/08/2025;3;23
55612;16134;11/08/2025;30;18
55623;18650;02/08/2025;4;27
55647;63484;29/07/2025;7;31
55658;135727;08/08/2025;13;21
55677;55333;25/07/2025;3;35
55731;76536;01/08/2025;14;28
55762;121820;10/08/2025;5;19
55809;184082;28/07/2025;4;32
55886;107317;13/08/2025;6;16
55890;35597;31/07/2025;13;29
55954;7214;06/08/2025;7;23
55978;5000;26/07/2025;1;34
56006;101482;01/08/2025;3;28
56028;24788;10/08/2025;13;19
56058;10836;18/08/2025;14;11
56117;9500;11/08/2025;2;18
56125;93000;30/06/2025;3;60
56152;8996;07/08/2025;48;22
56249;31347;17/08/2025;7;12
56250;107575;28/07/2025;2;32
56271;102500;25/07/2025;2;35
56305;46833;31/07/2025;6;29
56374;60857;11/08/2025;7;18
56397;125125;10/08/2025;4;19
56400;50000;20/06/2025;1;70
56433;44000;18/08/2025;5;11
56434;75000;01/08/2025;1;28
56437;120695;28/07/2025;4;32
56438;175000;28/07/2025;2;32
56460;69760;05/08/2025;2;24
56562;34333;25/07/2025;3;35
56591;94003;28/07/2025;3;32
56597;39333;16/08/2025;9;13
56603;105882;14/08/2025;17;15
56644;157500;25/07/2025;2;35
56748;32000;26/07/2025;1;34
56764;19316;07/08/2025;13;22
56901;128278;07/08/2025;4;22
57600;164750;28/07/2025;2;32
57691;102239;18/08/2025;9;11
57774;21304;12/08/2025;20;17
57791;48857;31/07/2025;7;29
57802;46845;11/08/2025;13;18
57804;33738;02/08/2025;9;27
57816;141000;03/08/2025;4;26
57826;13535;17/08/2025;2;12
57832;51382;05/08/2025;2;24
57865;33735;18/08/2025;13;11
57874;50000;22/06/2025;1;68
57919;27667;01/08/2025;3;28
57922;150902;25/07/2025;5;35
57949;17500;11/08/2025;2;18
57990;56459;11/08/2025;11;18
58029;55500;10/07/2025;1;50
58053;51500;21/07/2025;2;39
58079;21981;04/08/2025;8;25
58211;136667;11/08/2025;3;18
58236;26000;14/08/2025;1;15
58271;26547;07/08/2025;14;22
58280;45000;21/06/2025;1;69
58391;86415;02/08/2025;18;27
58407;9643;31/07/2025;8;29
58527;135000;17/08/2025;5;12
58563;52000;28/07/2025;2;32
58617;88000;25/07/2025;3;35
58620;133582;28/07/2025;4;32
58624;47000;25/07/2025;2;35
58642;51687;16/08/2025;14;13
58645;75000;05/07/2025;1;55
58805;23338;24/07/2025;8;36
58855;107000;26/07/2025;2;34
58867;125000;11/08/2025;2;18
58881;123833;22/07/2025;3;38
58977;108500;08/08/2025;2;21
59011;54170;25/07/2025;3;35
59020;1000;13/08/2025;1;16
59090;80000;05/08/2025;2;24
59109;49702;01/08/2025;23;28
59116;8500;11/08/2025;2;18
59147;16160;31/07/2025;2;29
59153;28870;18/08/2025;46;11
59193;165000;14/08/2025;3;15
59317;10000;29/07/2025;2;31
59337;20000;22/06/2025;1;68
59340;60830;18/08/2025;49;11
59360;4500;29/07/2025;2;31
59368;11000;09/07/2025;1;51
59373;13208;05/08/2025;12;24
59433;6813;27/07/2025;11;33
59469;26000;08/08/2025;6;21
59480;147546;28/07/2025;4;32
59498;32423;17/08/2025;37;12
59502;38875;14/08/2025;12;15
59516;119156;05/08/2025;16;24
59544;102716;11/08/2025;8;18
59594;37644;16/08/2025;18;13
59619;95000;01/08/2025;3;28
59633;179500;11/08/2025;4;18
59707;104958;05/08/2025;12;24
59718;58658;18/08/2025;19;11
59735;95000;11/07/2025;2;49
59782;113823;05/08/2025;4;24
59871;5202;28/07/2025;2;32
59890;23111;14/08/2025;9;15
59917;32120;06/08/2025;3;23
59973;6750;02/08/2025;2;27
59996;55000;06/08/2025;6;23
60027;75000;15/08/2025;5;14
60053;124105;06/08/2025;7;23
60056;25000;11/08/2025;1;18
60065;149817;18/08/2025;3;11
60081;65000;07/08/2025;2;22
60086;67143;17/08/2025;7;12
60131;9150;11/08/2025;4;18
60209;91350;25/07/2025;2;35
60278;65000;26/07/2025;2;34
60338;72000;31/07/2025;3;29
60349;120952;28/07/2025;4;32
60351;54667;01/08/2025;3;28
60385;100583;28/07/2025;3;32
60458;50000;01/08/2025;1;28
60505;32500;25/07/2025;2;35
60529;44099;18/08/2025;48;11
60554;11758;05/08/2025;12;24
60583;26535;13/08/2025;3;16
60585;5816;14/08/2025;5;15
60586;180921;29/07/2025;4;31
60686;17811;05/08/2025;13;24
60718;13258;12/08/2025;2;17
60757;67743;22/07/2025;7;38
60880;61804;28/07/2025;8;32
60900;52179;18/08/2025;14;11
60963;129644;26/07/2025;2;34
60970;48530;17/08/2025;12;12
61021;25995;17/08/2025;16;12
61056;36119;07/08/2025;8;22
61064;51394;28/07/2025;6;32
61078;21889;16/08/2025;9;13
61104;86800;26/07/2025;2;34
61115;103030;27/06/2025;2;63
61142;42200;13/08/2025;5;16
61226;62676;27/07/2025;2;33
61231;83317;31/07/2025;6;29
61331;7680;18/08/2025;133;11
61352;140000;28/07/2025;4;32
61356;22928;22/07/2025;4;38
61382;15031;18/08/2025;53;11
61383;46412;06/08/2025;4;23
61421;181101;28/07/2025;2;32
61422;79482;16/08/2025;49;13
61521;135351;02/08/2025;16;27
61533;12723;11/08/2025;4;18
61593;96300;31/07/2025;5;29
61685;37533;03/08/2025;3;26
61770;44401;08/08/2025;14;21
61781;81647;15/08/2025;3;14
61791;34375;18/08/2025;20;11
61821;100000;08/08/2025;2;21
61850;120566;18/08/2025;8;11
61864;109471;06/08/2025;17;23
61883;22332;18/08/2025;43;11
62006;70379;05/08/2025;4;24
62023;142010;28/07/2025;5;32
62038;19338;28/07/2025;2;32
62064;15250;28/07/2025;2;32
62105;53716;07/08/2025;5;22
62119;78333;13/08/2025;3;16
62265;22045;08/08/2025;20;21
62266;147875;16/08/2025;4;13
62278;94759;09/08/2025;7;20
62325;115500;29/07/2025;2;31
62359;38443;18/08/2025;15;11
62375;114000;25/07/2025;1;35
62382;49200;05/08/2025;10;24
62388;133000;08/08/2025;2;21
62469;200000;28/07/2025;1;32
62491;125004;04/08/2025;8;25
62517;66832;28/07/2025;9;32
62520;50000;12/08/2025;2;17
62538;16968;18/08/2025;30;11
62553;51850;25/07/2025;4;35
62588;103333;18/08/2025;3;11
62642;28169;09/08/2025;9;20
62679;108000;04/07/2025;1;56
62705;37000;11/07/2025;3;49
62802;168333;26/07/2025;6;34
62819;55175;17/08/2025;4;12
62844;114831;04/08/2025;8;25
62846;152500;29/07/2025;4;31
62874;5000;16/08/2025;1;13
62906;46000;29/07/2025;1;31
62983;2262;30/07/2025;2;30
63002;39217;14/08/2025;12;15
63044;29964;18/08/2025;14;11
63076;85833;16/08/2025;3;13
63084;110000;30/07/2025;1;30
63139;82900;14/08/2025;2;15
63152;80322;28/07/2025;6;32
63189;122250;26/07/2025;2;34
63288;22500;15/08/2025;2;14
63344;92867;29/07/2025;3;31
63357;57278;06/08/2025;7;23
63382;195000;28/07/2025;1;32
63703;49303;05/08/2025;3;24
63858;71488;15/08/2025;18;14
63977;13270;08/08/2025;4;21
64178;24125;04/08/2025;2;25
64353;15575;02/08/2025;15;27
64494;20000;23/06/2025;2;67
64523;40200;30/07/2025;10;30
64558;41211;14/08/2025;28;15
64569;108000;10/08/2025;2;19
64634;145320;05/08/2025;2;24
64977;17642;06/08/2025;6;23
64989;17550;12/08/2025;18;17
65036;26667;05/08/2025;6;24
65047;121319;04/08/2025;9;25
65105;87224;06/08/2025;10;23
65109;36170;07/08/2025;6;22
65110;38250;05/08/2025;2;24
65163;8500;01/08/2025;4;28
65275;172000;06/08/2025;1;23
65276;71468;18/08/2025;6;11
65303;23926;02/08/2025;27;27
65435;14152;05/08/2025;28;24
65588;70031;15/08/2025;8;14
65595;33171;19/07/2025;7;41
65610;94250;30/07/2025;4;30
65622;26550;05/08/2025;3;24
65626;146963;29/07/2025;5;31
65696;22000;18/08/2025;3;11
65709;44569;29/07/2025;8;31
65767;45055;13/08/2025;26;16
65769;29503;18/08/2025;65;11
65787;97747;09/08/2025;40;20
65831;2000;09/08/2025;1;20
65957;14214;11/08/2025;14;18
65958;59109;18/08/2025;16;11
65964;43333;01/08/2025;3;28
65966;19202;17/08/2025;21;12
66190;34725;15/08/2025;16;14
66192;117143;29/07/2025;7;31
66199;200000;03/07/2025;1;57
66214;20000;22/06/2025;1;68
66299;55856;25/07/2025;5;35
66362;94000;16/07/2025;1;44
