client_id;montant_moyen;dernière_transaction;nb_transactions_mois;dernière_transaction_jour
1199588;118700;05/08/2025;5;24
1199684;4500;19/06/2025;1;71
1199741;40000;03/08/2025;8;26
1199796;36062;05/08/2025;3;24
1199891;505;17/06/2025;1;73
1199951;25000;20/07/2025;1;40
1199967;29000;17/06/2025;1;73
1199978;137875;05/08/2025;4;24
1200046;10683;18/08/2025;94;11
1200069;18000;13/07/2025;1;47
1200079;9262;06/07/2025;4;54
1200101;7005;16/08/2025;45;13
1200157;150000;10/08/2025;2;19
1200234;150800;01/08/2025;2;28
1200297;3456;18/08/2025;120;11
1200362;67163;08/08/2025;6;21
1200486;11769;04/08/2025;101;25
1200496;7731;17/08/2025;63;12
1200524;60390;14/08/2025;7;15
1200527;21400;18/08/2025;5;11
1200645;31000;26/07/2025;2;34
1200692;98150;01/08/2025;4;28
1200824;102200;30/07/2025;2;30
1200893;66275;18/08/2025;4;11
1201010;63000;06/08/2025;4;23
1201025;21779;14/08/2025;6;15
1201160;23833;14/08/2025;3;15
1201318;34832;16/08/2025;18;13
1201333;137612;26/06/2025;4;64
1201362;99451;06/08/2025;14;23
1201371;15300;11/08/2025;2;18
1201401;140000;03/07/2025;1;57
1201408;18143;17/08/2025;28;12
1201479;61400;06/08/2025;5;23
1201487;105259;18/08/2025;35;11
1201503;7814;17/07/2025;28;43
1201508;3579;18/08/2025;178;11
1201509;13405;04/08/2025;23;25
1201544;12649;05/07/2025;7;55
1201572;13500;07/08/2025;11;22
1201574;15250;01/08/2025;2;28
1201582;29505;17/08/2025;22;12
1201584;8920;17/08/2025;8;12
1201636;16167;12/08/2025;9;17
1201657;54753;28/07/2025;18;32
1201666;17500;11/08/2025;2;18
1201674;25716;18/08/2025;30;11
1201709;5000;08/08/2025;4;21
1201726;41144;18/08/2025;5;11
1201775;32823;18/08/2025;95;11
1201805;34057;27/07/2025;18;33
1201808;36967;09/07/2025;3;51
1201822;135281;16/08/2025;8;13
1201973;28841;18/08/2025;31;11
1201991;56258;17/08/2025;19;12
1202002;17205;18/08/2025;15;11
1202017;50924;16/08/2025;12;13
1202111;99954;18/08/2025;5;11
1202178;13809;18/08/2025;7;11
1202245;96880;05/08/2025;5;24
1202272;1000;04/08/2025;2;25
1202321;138500;05/08/2025;2;24
1202369;100000;24/07/2025;1;36
1202391;33889;25/07/2025;4;35
1202517;46833;13/08/2025;15;16
1202561;103936;06/08/2025;4;23
1202712;20550;09/08/2025;2;20
1202858;71205;27/06/2025;1;63
1202924;32322;14/08/2025;12;15
1202940;10300;24/07/2025;3;36
1203095;11077;26/06/2025;3;64
1203107;74500;01/08/2025;1;28
1203207;22573;18/08/2025;39;11
1203296;20758;14/08/2025;5;15
1203327;38500;04/08/2025;3;25
1203474;10000;27/07/2025;3;33
1203518;83750;17/08/2025;4;12
1203748;33204;18/08/2025;45;11
1203795;146890;28/07/2025;2;32
1203819;163750;16/08/2025;4;13
1203946;54500;01/07/2025;1;59
1203981;6312;27/06/2025;6;63
1204043;43422;06/08/2025;5;23
1204167;55588;11/08/2025;9;18
1204228;57618;11/08/2025;2;18
1204249;72807;29/07/2025;6;31
1204251;77360;07/08/2025;5;22
1204253;106217;05/08/2025;3;24
1204285;5000;31/07/2025;1;29
1204299;40627;11/07/2025;9;49
1204337;1667;07/08/2025;3;22
1204402;24834;12/08/2025;18;17
1204408;103500;30/07/2025;2;30
1204453;31833;28/06/2025;3;62
1204512;24281;31/07/2025;19;29
1204540;7250;12/08/2025;2;17
1204542;41038;02/08/2025;4;27
1204961;1250;10/07/2025;2;50
1205070;8396;18/07/2025;4;42
1205094;34943;27/07/2025;6;33
1205111;21090;06/08/2025;5;23
1205283;136883;14/08/2025;12;15
1205495;17358;05/08/2025;3;24
1205599;21255;06/08/2025;17;23
1205628;15540;11/08/2025;3;18
1205710;43500;11/08/2025;3;18
1205777;25343;18/08/2025;32;11
1205835;31750;16/08/2025;13;13
1205850;110750;28/07/2025;4;32
1205872;43333;14/08/2025;6;15
1205928;60000;12/08/2025;2;17
1206040;10229;07/08/2025;9;22
1206052;15000;26/06/2025;2;64
1206138;100188;13/08/2025;18;16
1206220;100000;01/07/2025;1;59
1206263;10000;01/07/2025;1;59
1206377;34304;28/07/2025;8;32
1206431;105429;23/07/2025;2;37
1206447;50000;16/08/2025;1;13
1206462;89427;24/07/2025;1;36
1206753;48214;23/07/2025;4;37
1206780;50000;18/08/2025;3;11
1206880;43912;28/07/2025;8;32
1207110;43500;25/07/2025;3;35
1207129;68289;17/08/2025;9;12
1207168;19692;14/08/2025;24;15
1207196;43717;18/08/2025;6;11
1207309;89075;08/08/2025;4;21
1207390;83500;09/08/2025;1;20
1207401;30786;18/08/2025;7;11
1207414;17000;17/08/2025;7;12
1207466;16584;28/06/2025;25;62
1207708;54799;30/07/2025;3;30
1207721;8442;09/07/2025;9;51
1208144;112500;23/07/2025;2;37
1208269;62689;13/08/2025;65;16
1208558;15000;18/08/2025;4;11
1208678;36500;05/08/2025;2;24
1208731;27027;09/08/2025;29;20
1208873;100000;14/08/2025;1;15
1209106;32532;18/08/2025;47;11
1209215;6710;06/08/2025;3;23
1209374;7692;18/08/2025;6;11
1209428;2000;27/07/2025;1;33
1209453;30500;05/08/2025;2;24
1209583;13434;18/08/2025;11;11
1209588;27704;08/08/2025;9;21
1209695;63057;18/08/2025;5;11
1209705;150000;06/08/2025;2;23
1209808;103659;06/08/2025;30;23
1209880;20269;18/08/2025;26;11
1210002;11313;11/08/2025;2;18
1210277;24027;16/08/2025;27;13
1210495;176600;09/08/2025;15;20
1210553;100250;14/07/2025;2;46
1210579;167833;18/08/2025;6;11
1210823;500;04/08/2025;2;25
1210849;51022;09/08/2025;6;20
1210900;12500;17/08/2025;2;12
1210975;151750;28/07/2025;4;32
1210976;58450;01/08/2025;8;28
1211003;37690;16/08/2025;3;13
1211076;27116;06/08/2025;11;23
1211085;30000;05/08/2025;1;24
1211160;70139;17/08/2025;18;12
1211268;91429;08/08/2025;7;21
1211373;6288;17/08/2025;6;12
1211441;4180;16/08/2025;5;13
1211452;98350;30/07/2025;3;30
1211626;12000;07/08/2025;4;22
1211630;96124;05/08/2025;2;24
1211731;176000;12/08/2025;2;17
1211746;20200;17/06/2025;1;73
1211819;51000;05/07/2025;1;55
1211863;40000;03/08/2025;2;26
1211871;10000;09/08/2025;1;20
1211878;24318;11/07/2025;4;49
1211928;91800;30/07/2025;1;30
1212075;12500;02/08/2025;2;27
1212083;75000;13/08/2025;2;16
1212116;52282;01/08/2025;4;28
1212142;79457;16/08/2025;7;13
1212158;7618;09/08/2025;12;20
1212235;3535;17/08/2025;2;12
1212327;33964;09/07/2025;4;51
1212422;8236;12/08/2025;20;17
1212450;30317;15/08/2025;9;14
1212522;68903;10/07/2025;25;50
1212559;26250;18/08/2025;4;11
1212654;18180;21/06/2025;1;69
1212733;136000;06/08/2025;5;23
1212741;20000;12/08/2025;1;17
1212755;668;01/08/2025;3;28
1212774;44020;16/08/2025;5;13
1212790;64484;14/08/2025;8;15
1212805;33333;30/07/2025;3;30
1212942;49187;11/08/2025;19;18
1213047;24239;22/07/2025;9;38
1213091;26421;18/08/2025;57;11
1213193;29500;07/07/2025;1;53
1213209;28897;25/07/2025;9;35
1213229;21268;25/07/2025;32;35
1213295;140000;06/08/2025;2;23
1213298;80800;11/07/2025;2;49
1213369;48620;04/07/2025;1;56
1213390;115150;20/07/2025;2;40
1213396;147242;28/07/2025;4;32
1213426;19545;08/08/2025;44;21
1213462;42190;18/08/2025;17;11
1213480;23222;15/08/2025;8;14
1213585;23864;21/06/2025;1;69
1213605;5582;06/08/2025;2;23
1213632;24500;07/08/2025;1;22
1213691;68653;12/08/2025;17;17
1213717;27711;18/08/2025;9;11
1213720;8710;06/08/2025;3;23
1213737;26165;16/08/2025;14;13
1213742;50000;18/08/2025;1;11
1213745;63494;17/08/2025;122;12
1213815;9382;08/08/2025;10;21
1213827;79500;25/07/2025;2;35
1213866;157438;09/08/2025;8;20
1213869;28000;08/08/2025;5;21
1214083;86444;14/08/2025;9;15
1214098;75189;18/08/2025;61;11
1214168;85353;01/08/2025;6;28
1214210;28176;16/08/2025;13;13
1214252;30190;16/08/2025;11;13
1214259;37716;17/08/2025;11;12
1214264;38043;19/07/2025;6;41
1214396;134500;06/08/2025;2;23
1214474;51690;16/08/2025;35;13
1214555;65500;31/07/2025;2;29
1214634;10000;10/08/2025;1;19
1214709;35733;29/07/2025;3;31
1214763;53527;12/08/2025;2;17
1214914;25865;04/08/2025;11;25
1215212;5171;18/08/2025;7;11
1215219;95017;19/07/2025;3;41
1215420;138632;28/07/2025;4;32
1215526;19133;03/07/2025;6;57
1215557;127525;23/06/2025;4;67
1215602;18605;12/08/2025;5;17
1215699;6560;16/08/2025;20;13
1215751;43700;13/08/2025;15;16
1215755;19941;14/08/2025;17;15
1215811;16082;16/08/2025;17;13
1215892;58750;13/08/2025;4;16
1215911;11979;05/07/2025;1;55
1215940;30000;04/07/2025;1;56
1215985;72600;06/08/2025;4;23
1216024;151667;30/07/2025;3;30
1216076;24325;27/07/2025;6;33
1216099;33350;05/08/2025;4;24
1216276;24671;05/08/2025;9;24
1216304;74373;14/08/2025;49;15
1216326;36189;12/08/2025;20;17
1216637;35000;04/08/2025;1;25
1216707;55500;11/08/2025;2;18
1216794;3100;09/07/2025;5;51
1216921;65450;28/07/2025;2;32
1216934;43333;24/07/2025;3;36
1217137;137875;05/08/2025;4;24
1217204;34299;16/08/2025;8;13
1217234;22817;07/08/2025;69;22
1217248;96340;28/07/2025;2;32
1217249;126250;28/07/2025;2;32
1217264;109367;09/08/2025;3;20
1217372;34524;11/08/2025;4;18
1217377;18010;07/08/2025;5;22
1217512;56709;17/08/2025;17;12
1217699;20258;18/07/2025;30;42
1217716;20753;01/08/2025;15;28
1217740;30381;17/08/2025;8;12
1217749;62758;18/08/2025;51;11
1217851;16167;07/08/2025;3;22
1217859;58708;29/07/2025;8;31
1217886;18180;23/06/2025;1;67
1217938;100000;01/08/2025;6;28
1218046;16595;08/08/2025;15;21
1218053;129714;29/07/2025;7;31
1218081;82575;08/08/2025;2;21
1218152;85090;30/07/2025;21;30
1218225;47750;01/08/2025;4;28
1218375;65000;26/07/2025;2;34
1218402;109753;29/07/2025;3;31
1218417;8730;28/07/2025;13;32
1218436;42955;18/08/2025;26;11
1218451;28010;05/08/2025;5;24
1218456;14225;18/08/2025;91;11
1218554;44991;18/08/2025;23;11
1218634;5686;31/07/2025;14;29
1218752;1955;06/08/2025;2;23
1218788;86436;14/08/2025;9;15
1219109;42500;18/08/2025;4;11
1219198;1000;16/07/2025;1;44
1219291;16930;18/08/2025;26;11
1219317;118934;28/07/2025;6;32
1219339;5000;28/06/2025;1;62
1219391;64516;14/08/2025;12;15
1219458;54157;09/08/2025;7;20
1219542;32000;04/07/2025;1;56
1219588;41629;17/08/2025;7;12
1219600;3756;12/08/2025;4;17
1219773;39689;22/07/2025;13;38
1219782;51307;12/08/2025;7;17
1219783;16939;08/08/2025;62;21
1219785;14560;18/08/2025;14;11
1219802;102204;24/07/2025;8;36
1219923;29266;08/08/2025;4;21
1219934;29500;05/08/2025;2;24
1219993;105888;31/07/2025;4;29
1220131;29733;12/08/2025;38;17
1220252;48912;17/08/2025;34;12
1220364;41938;17/08/2025;8;12
1220408;10028;17/08/2025;5;12
1220559;68663;27/07/2025;81;33
1220608;65692;18/08/2025;5;11
1220612;102500;01/08/2025;2;28
1220715;47878;13/08/2025;5;16
1220751;36443;14/08/2025;7;15
1220888;19721;01/08/2025;14;28
1221070;20513;11/07/2025;17;49
1221301;1000;10/07/2025;1;50
1221394;25180;05/08/2025;3;24
1221453;2000;14/08/2025;1;15
1221529;44079;04/08/2025;1;25
1221562;29835;18/08/2025;6;11
1221908;51214;07/08/2025;7;22
1221910;101050;24/07/2025;2;36
1221958;100000;02/07/2025;1;58
1222134;500;28/07/2025;1;32
1222309;24125;14/08/2025;14;15
1222500;4888;18/08/2025;49;11
1222512;24750;11/08/2025;2;18
1222527;145450;09/08/2025;2;20
1222529;10000;14/07/2025;3;46
1222639;72721;26/07/2025;7;34
1222679;36000;06/08/2025;1;23
1222719;12500;09/08/2025;1;20
1222952;19819;17/08/2025;23;12
1223004;40474;18/08/2025;15;11
1223173;20163;16/08/2025;33;13
1223205;66590;29/07/2025;24;31
1223286;50000;10/08/2025;1;19
1223338;28907;16/08/2025;17;13
1223423;12836;18/08/2025;11;11
1223431;17343;16/08/2025;82;13
1223440;75213;16/08/2025;46;13
1223501;1000;16/08/2025;1;13
1223688;1752;04/08/2025;2;25
1223704;23000;29/07/2025;1;31
1223723;9293;30/07/2025;7;30
1223756;20200;27/06/2025;3;63
1223877;33000;30/06/2025;1;60
1223897;1002;17/08/2025;5;12
1223906;74321;14/08/2025;3;15
1224005;21075;13/08/2025;11;16
1224043;10667;26/07/2025;3;34
1224106;56518;25/07/2025;2;35
1224112;67500;25/07/2025;3;35
1224128;105718;29/07/2025;6;31
1224273;31817;16/08/2025;10;13
1224307;2000;02/07/2025;1;58
1224336;94500;31/07/2025;2;29
1224390;37195;30/07/2025;4;30
1224397;89833;01/07/2025;3;59
1224509;505;23/06/2025;1;67
1224706;28251;11/08/2025;7;18
1224878;7430;11/08/2025;2;18
1224886;31159;17/08/2025;12;12
1224896;129657;31/07/2025;3;29
1224903;42402;05/08/2025;20;24
1224918;25507;17/08/2025;14;12
1224930;84532;08/08/2025;4;21
1224935;34000;15/07/2025;5;45
1225006;5361;18/08/2025;176;11
1225032;30000;17/08/2025;1;12
1225037;23788;03/08/2025;11;26
1225115;10505;10/07/2025;2;50
1225217;200000;17/07/2025;1;43
1225366;63368;17/08/2025;8;12
1225410;104547;18/08/2025;6;11
1225479;12144;18/08/2025;8;11
1225526;33299;08/08/2025;27;21
1225690;42100;26/07/2025;2;34
1225723;59327;18/08/2025;125;11
1225805;4000;31/07/2025;1;29
1225811;23496;18/08/2025;107;11
1225904;20134;05/08/2025;4;24
1225918;2755;18/08/2025;53;11
1225929;14367;12/07/2025;46;48
1226018;48600;10/07/2025;1;50
1226046;2000;08/08/2025;1;21
1226049;7778;11/08/2025;16;18
1226155;59590;30/07/2025;4;30
1226194;5000;07/07/2025;1;53
1226200;26499;13/08/2025;18;16
1226299;14163;15/08/2025;5;14
1226369;69040;02/08/2025;5;27
1226372;12500;16/08/2025;2;13
1226424;15983;17/07/2025;6;43
1226470;6000;17/08/2025;2;12
1226540;4917;18/08/2025;10;11
1226610;22512;18/08/2025;8;11
1226629;20170;31/07/2025;5;29
1226668;56625;18/08/2025;8;11
1226793;61988;10/08/2025;4;19
1226825;95500;11/08/2025;2;18
1227008;13522;18/08/2025;38;11
1227047;23000;18/08/2025;5;11
1227137;80800;26/06/2025;4;64
1227212;44135;10/08/2025;38;19
1227281;88833;26/07/2025;3;34
1227439;10000;18/08/2025;5;11
1227554;121200;30/06/2025;1;60
1227557;46562;25/07/2025;2;35
1227564;86188;11/08/2025;8;18
1227765;27250;11/08/2025;2;18
1227853;8000;08/08/2025;1;21
1227877;150000;28/06/2025;1;62
1227922;126000;21/07/2025;2;39
1227945;35742;11/08/2025;33;18
1227996;59687;16/08/2025;46;13
1228014;5500;27/06/2025;2;63
1228036;36306;09/08/2025;11;20
1228121;30335;16/07/2025;3;44
1228141;121117;04/08/2025;13;25
1228173;165412;31/07/2025;3;29
1228211;164850;28/07/2025;2;32
1228214;68571;02/08/2025;7;27
1228234;182189;28/07/2025;4;32
1228239;7356;18/08/2025;98;11
1228285;75000;05/08/2025;2;24
1228339;2845;29/07/2025;29;31
1228349;5236;12/08/2025;19;17
1228375;40541;18/08/2025;29;11
1228379;155746;31/07/2025;5;29
1228380;38681;16/08/2025;28;13
1228408;135000;05/08/2025;2;24
1228424;85347;28/07/2025;9;32
1228532;37000;13/08/2025;3;16
1228549;36676;12/08/2025;17;17
1228588;30510;18/08/2025;29;11
1228590;35352;25/07/2025;5;35
1228612;123717;18/08/2025;7;11
1228622;15029;30/07/2025;11;30
1228735;44947;02/08/2025;11;27
1228821;147735;29/07/2025;4;31
1228840;24056;23/07/2025;11;37
1228871;111903;11/08/2025;17;18
1228927;21938;10/08/2025;118;19
1229038;158500;01/08/2025;2;28
1229039;6683;03/07/2025;3;57
1229056;200000;12/07/2025;2;48
1229176;26709;09/08/2025;63;20
1229193;38635;14/08/2025;12;15
1229224;12193;18/08/2025;9;11
1229241;30300;21/06/2025;1;69
1229274;119000;07/07/2025;2;53
1229439;61146;13/08/2025;22;16
1229445;150760;06/08/2025;5;23
1229460;41265;18/08/2025;4;11
1229471;56042;13/08/2025;8;16
1229478;65366;03/08/2025;15;26
1229496;58054;18/08/2025;17;11
1229532;43578;18/08/2025;7;11
1229562;44940;18/08/2025;9;11
1229606;132459;14/08/2025;7;15
1229655;15605;25/07/2025;4;35
1229687;1722;17/08/2025;30;12
1229740;77395;11/08/2025;4;18
1229796;77558;29/07/2025;16;31
1229918;150000;07/07/2025;1;53
1230014;35162;15/08/2025;8;14
1230015;48666;17/08/2025;6;12
1230081;24160;18/08/2025;25;11
1230168;54335;16/08/2025;82;13
1230186;175000;10/08/2025;4;19
1230367;43151;18/08/2025;15;11
1230558;107500;05/08/2025;2;24
1230833;29189;21/07/2025;15;39
1230849;37327;18/08/2025;3;11
1230922;36184;18/08/2025;16;11
1230957;27500;03/08/2025;2;26
1230968;1500;21/06/2025;2;69
1231006;48833;18/08/2025;3;11
1231026;62400;31/07/2025;5;29
1231100;22911;12/08/2025;12;17
1231119;75333;15/08/2025;6;14
1231268;167333;28/07/2025;3;32
1231433;31227;12/08/2025;15;17
1231483;10400;30/07/2025;5;30
1231488;48239;03/08/2025;4;26
1231500;6266;17/08/2025;24;12
1231506;118500;06/08/2025;2;23
1231577;16120;20/07/2025;11;40
1231597;13467;12/08/2025;3;17
1231637;8332;28/07/2025;13;32
1231665;16827;09/08/2025;7;20
1231681;127227;14/08/2025;9;15
1231689;127603;15/07/2025;3;45
1231718;99039;10/08/2025;19;19
1231848;92500;04/08/2025;2;25
1231849;12323;18/08/2025;20;11
1231875;27935;17/08/2025;52;12
1231924;20537;23/06/2025;3;67
1232041;51625;30/07/2025;8;30
1232179;16000;16/07/2025;2;44
1232251;87450;26/07/2025;2;34
1232327;1000;18/08/2025;2;11
1232447;200000;12/08/2025;1;17
1232459;17150;12/08/2025;2;17
1232461;125000;20/07/2025;2;40
1232502;16401;17/08/2025;34;12
1232531;34636;15/08/2025;43;14
1232540;114133;16/07/2025;3;44
1232638;1000;26/06/2025;1;64
1232815;200000;11/08/2025;1;18
1232829;135407;09/08/2025;8;20
1232896;51667;07/08/2025;3;22
1232901;28308;11/08/2025;13;18
1233020;36500;04/07/2025;2;56
1233086;37219;17/08/2025;20;12
1233107;21585;17/08/2025;66;12
1233142;19167;01/08/2025;3;28
1233183;25200;07/08/2025;10;22
1233370;27882;05/08/2025;37;24
1233434;46627;01/08/2025;32;28
1233510;10000;30/06/2025;3;60
1233574;90026;04/08/2025;7;25
1233645;7000;04/08/2025;1;25
1233648;19695;31/07/2025;1;29
1233659;30500;05/08/2025;2;24
1233884;33078;18/08/2025;72;11
1233988;40667;26/06/2025;3;64
1234002;28125;08/08/2025;12;21
1234109;29000;05/08/2025;2;24
1234133;15000;12/08/2025;2;17
1234180;17192;18/08/2025;33;11
1234246;25278;15/08/2025;2;14
1234381;58000;07/07/2025;1;53
1234585;31511;17/08/2025;14;12
1234672;40789;18/08/2025;17;11
1234683;56800;30/07/2025;1;30
1234692;72250;06/08/2025;2;23
1234747;18005;04/08/2025;2;25
1234846;9988;06/08/2025;29;23
1235231;120000;05/07/2025;1;55
1235256;17970;30/07/2025;2;30
1235476;26688;11/08/2025;20;18
1235589;66822;18/08/2025;15;11
1235646;61352;18/08/2025;61;11
1235687;23239;13/08/2025;27;16
1235765;103750;18/06/2025;4;72
1235815;150000;06/07/2025;1;54
1235834;33135;17/08/2025;19;12
1235940;80500;04/08/2025;1;25
1236045;30000;11/08/2025;5;18
1236081;32303;25/07/2025;3;35
1236179;37931;22/07/2025;7;38
1236189;14555;30/07/2025;11;30
1236354;21906;10/08/2025;36;19
1236544;77400;18/08/2025;10;11
1236716;25000;12/08/2025;1;17
1236722;27230;18/08/2025;48;11
1236814;49750;06/08/2025;2;23
1236834;61943;18/08/2025;7;11
1236935;22678;08/08/2025;30;21
1236945;10207;17/08/2025;24;12
1236977;81900;03/08/2025;1;26
1237060;20250;25/07/2025;4;35
1237083;59333;12/08/2025;3;17
1237089;13000;05/08/2025;9;24
1237282;35866;18/08/2025;57;11
1237314;34963;18/08/2025;11;11
1237328;58850;29/07/2025;3;31
1237364;8500;28/07/2025;2;32
1237376;37505;12/08/2025;8;17
1237448;19366;10/08/2025;10;19
1237594;9225;09/08/2025;6;20
1237627;70568;08/08/2025;4;21
1237782;7889;23/07/2025;61;37
1237789;90136;30/07/2025;4;30
1237838;6038;12/08/2025;8;17
1237901;68446;05/08/2025;2;24
1237915;20618;15/08/2025;16;14
1238264;18430;06/08/2025;5;23
1238365;25000;05/08/2025;1;24
1238452;22550;13/08/2025;4;16
1238573;74833;08/08/2025;6;21
1238672;58216;18/08/2025;16;11
1238773;67750;20/06/2025;4;70
1238775;75850;18/08/2025;3;11
1238842;7449;17/07/2025;8;43
1238853;25125;09/08/2025;4;20
1238854;40738;06/08/2025;4;23
1238869;74118;03/08/2025;17;26
1238894;17423;18/08/2025;13;11
1238956;39719;04/08/2025;8;25
1238976;42714;06/08/2025;7;23
1239141;43875;13/08/2025;4;16
1239192;12500;08/08/2025;1;21
1239196;95000;08/08/2025;2;21
1239227;34227;17/08/2025;75;12
1239254;100800;16/08/2025;5;13
1239375;21399;17/08/2025;40;12
1239388;20726;05/08/2025;11;24
1239427;109936;07/08/2025;5;22
1239549;34000;27/07/2025;2;33
1239554;27775;08/08/2025;2;21
1239626;17312;29/07/2025;8;31
1239664;90567;14/08/2025;6;15
1239688;78690;11/08/2025;2;18
1239791;29760;06/08/2025;4;23
1239835;10562;12/08/2025;60;17
1239869;7527;02/08/2025;11;27
1239891;72149;31/07/2025;5;29
1239996;150000;21/07/2025;1;39
1240132;20221;17/08/2025;26;12
1240163;9500;12/08/2025;4;17
1240179;75000;30/07/2025;3;30
1240211;24800;12/08/2025;12;17
1240216;11500;11/07/2025;1;49
1240271;19454;12/08/2025;62;17
1240284;60505;14/08/2025;2;15
1240318;76296;04/08/2025;5;25
1240439;505;26/06/2025;1;64
1240440;55000;17/08/2025;3;12
1240631;62017;01/08/2025;6;28
1240633;21953;18/08/2025;31;11
1240681;46076;06/08/2025;2;23
1240712;22019;18/08/2025;17;11
1240734;28060;30/07/2025;8;30
1240916;42525;16/08/2025;4;13
1241062;26507;25/07/2025;9;35
1241079;25498;17/08/2025;47;12
1241143;31050;10/08/2025;3;19
1241158;9394;18/08/2025;13;11
1241277;172933;14/08/2025;3;15
1241309;85000;11/08/2025;2;18
1241339;12500;25/07/2025;2;35
1241378;12250;11/08/2025;4;18
1241389;76248;29/07/2025;4;31
1241413;9500;17/08/2025;2;12
1241483;49492;23/07/2025;12;37
1241576;23255;17/08/2025;4;12
1241596;12800;25/07/2025;5;35
1241620;10000;04/08/2025;1;25
1241680;15644;16/08/2025;32;13
1241729;7500;15/07/2025;2;45
1241744;101884;14/08/2025;7;15
1241764;22167;07/08/2025;12;22
1241797;69321;07/08/2025;28;22
1242092;66780;15/08/2025;25;14
1242139;74450;30/07/2025;2;30
1242237;11636;15/08/2025;22;14
1242292;53495;16/08/2025;6;13
1242430;20994;08/08/2025;14;21
1242442;16605;31/07/2025;12;29
1242478;19978;18/08/2025;20;11
1242491;10000;04/07/2025;1;56
1242492;75000;07/07/2025;1;53
1242579;14333;18/08/2025;19;11
1242661;23729;15/08/2025;7;14
1242793;18625;15/08/2025;11;14
1242796;17500;14/08/2025;1;15
1242823;7600;06/08/2025;7;23
1242970;21141;02/07/2025;11;58
1243142;40217;15/08/2025;6;14
1243166;74533;18/08/2025;29;11
1243167;22725;24/06/2025;2;66
1243188;27444;18/08/2025;50;11
1243237;71710;02/08/2025;5;27
1243401;20000;07/08/2025;2;22
1243404;42555;14/08/2025;7;15
1243438;18500;03/08/2025;1;26
1243484;127250;29/07/2025;4;31
1243559;16489;16/08/2025;8;13
1243634;25975;16/08/2025;27;13
1243904;128000;01/08/2025;1;28
1243911;28318;13/08/2025;22;16
1243925;13172;09/08/2025;9;20
1243955;75000;14/08/2025;5;15
1244050;10000;11/07/2025;1;49
1244255;10000;18/06/2025;1;72
1244388;65492;05/08/2025;9;24
1244477;59225;13/08/2025;21;16
1244492;31343;08/08/2025;6;21
1244576;42994;15/08/2025;19;14
1244583;9000;13/08/2025;2;16
1244761;49500;06/08/2025;2;23
1244804;26821;16/08/2025;15;13
1244838;94632;01/08/2025;4;28
1244920;44300;16/07/2025;1;44
1245048;17500;07/07/2025;1;53
1245122;21254;28/07/2025;6;32
1245145;69300;06/08/2025;3;23
1245162;23272;17/08/2025;18;12
1245184;27200;28/06/2025;1;62
1245251;118682;11/08/2025;11;18
1245312;25250;11/08/2025;11;18
1245560;15642;06/07/2025;4;54
1245600;21473;16/08/2025;17;13
1245717;17000;11/08/2025;2;18
1245783;56600;25/07/2025;5;35
1246037;122007;25/07/2025;3;35
1246093;40000;05/08/2025;2;24
1246125;10000;19/06/2025;1;71
1246152;60268;19/07/2025;3;41
1246161;755;13/07/2025;4;47
1246268;129500;18/08/2025;2;11
1246404;33266;05/08/2025;19;24
1246519;1000;12/08/2025;3;17
1246722;45290;15/08/2025;37;14
1246758;20000;13/07/2025;1;47
1246860;29690;02/07/2025;6;58
1246861;16383;05/08/2025;3;24
1246916;36216;14/08/2025;28;15
1246952;32000;01/08/2025;7;28
1247035;13495;18/08/2025;82;11
1247152;13136;18/08/2025;25;11
1247213;22256;26/07/2025;5;34
1247228;57500;07/08/2025;2;22
1247413;122500;02/08/2025;4;27
1247482;26260;12/08/2025;1;17
1247495;58200;18/08/2025;16;11
1247498;3000;22/06/2025;1;68
1247593;72813;14/08/2025;9;15
1247748;54471;18/08/2025;7;11
1247763;71206;10/08/2025;17;19
1247783;101532;30/07/2025;3;30
1247885;5486;11/08/2025;10;18
1248006;43978;31/07/2025;3;29
1248083;2000;25/06/2025;1;65
1248084;20000;18/08/2025;7;11
1248106;13454;30/07/2025;10;30
1248184;25836;03/07/2025;5;57
1248229;1000;17/06/2025;1;73
1248247;22473;09/07/2025;1;51
1248250;21500;11/08/2025;2;18
1248290;96665;24/07/2025;5;36
1248292;27500;12/08/2025;1;17
1248316;8500;13/08/2025;2;16
1248403;23024;10/08/2025;18;19
1248437;80461;13/08/2025;35;16
1248450;63660;01/07/2025;1;59
1248537;1500;17/08/2025;2;12
1248549;114925;04/08/2025;2;25
1248774;37189;07/07/2025;7;53
1248793;77785;08/08/2025;12;21
1249093;200000;08/08/2025;3;21
1249219;13525;12/08/2025;46;17
1249333;21249;07/08/2025;12;22
1249495;100413;17/08/2025;19;12
1249501;17153;18/08/2025;100;11
1249526;27000;06/08/2025;2;23
1249553;76447;16/08/2025;17;13
1249560;52191;04/08/2025;13;25
1249630;101000;29/06/2025;1;61
1249698;33857;10/08/2025;7;19
1249705;40281;13/08/2025;29;16
1249707;1600;30/06/2025;1;60
1249741;50341;27/06/2025;7;63
1249823;500;12/08/2025;3;17
1249851;80067;06/08/2025;3;23
1249869;112500;06/08/2025;4;23
1249875;81500;28/07/2025;6;32
1249969;10100;18/08/2025;2;11
1250094;72252;12/08/2025;2;17
1250111;26400;11/08/2025;4;18
1250175;15000;10/08/2025;1;19
1250228;41013;11/08/2025;10;18
1250283;38250;04/08/2025;2;25
1250292;6399;17/08/2025;51;12
1250305;62466;05/08/2025;2;24
